learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
10000.0,0.547601145,-3.5416201959984998E-12,10000.0,79.65,69.5023743637948,69.68568449277521,69.28301886792453,10000.0,-25.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
20000.0,0.768955777,-4.973235236118651E-12,20000.0,79.31,68.984676353936,68.98748407404632,68.78865590586815,20000.0,-25.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
30000.0,0.924752561,-5.980853722172064E-12,30000.0,79.28,68.93278353822967,69.02222665204822,68.76852735768476,30000.0,-25.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
40000.0,1.114214616,-8.235496301980067E-12,40000.0,79.455,69.1967311775781,69.32208451545469,69.02491425125325,40000.0,-46.0,13.0,7.0,7.0,4.0,0.0,0.0,1.0
50000.0,1.285794844,-1.0588056469698332E-11,50000.0,79.974,69.96932593231165,70.08723188146023,69.84308646809023,50000.0,-53.0,15.0,8.0,8.0,4.0,0.0,0.0,1.0
60000.0,1.453571273,-1.3496116575164099E-11,60000.0,80.445,70.67243048988693,70.74721384227979,70.53934615577764,60000.0,-67.0,19.0,10.0,10.0,4.0,0.0,0.0,1.0
70000.0,1.61403024,-1.685849538616215E-11,70000.0,80.58857142857143,70.88492042753496,70.93786760774249,70.79042971688988,70000.0,-81.0,23.0,12.0,12.0,4.0,0.0,0.0,1.0
80000.0,1.781759327,-2.0373217801873883E-11,80000.0,80.84625,71.27251566588984,71.30524344569288,71.16810296165279,80000.0,-81.0,23.0,12.0,12.0,4.0,0.0,0.0,1.0
90000.0,1.930973006,-2.377016612328589E-11,90000.0,81.03333333333333,71.55169820557101,71.60631414361515,71.45007526342198,90000.0,-88.0,25.0,13.0,13.0,4.0,0.0,0.0,1.0
100000.0,2.077811276,-2.7378946842315296E-11,100000.0,81.20100000000001,71.8002276234504,71.86747078101851,71.68185584092791,100000.0,-95.0,27.0,14.0,14.0,4.0,0.0,0.0,1.0
110000.0,2.232472903,-3.1740153855385464E-11,110000.0,81.41454545454545,72.12046613732643,72.1744337979094,71.99873991590309,110000.0,-109.0,31.0,16.0,16.0,5.0,0.0,0.0,1.0
120000.0,2.355422757,-3.5429790813941505E-11,120000.0,81.58666666666666,72.37808916224475,72.43306634728147,72.26733605271414,120000.0,-116.0,33.0,17.0,17.0,5.0,0.0,0.0,1.0
130000.0,2.480180885,-3.9173692778632456E-11,130000.0,81.73692307692308,72.60423521229401,72.64652004101524,72.49281675780887,130000.0,-116.0,33.0,17.0,17.0,5.0,0.0,0.0,1.0
140000.0,2.63542289,-4.4956908130035213E-11,140000.0,81.85928571428572,72.78833030621014,72.82551707165709,72.69844341245269,140000.0,-144.0,41.0,21.0,21.0,6.0,0.0,0.0,1.0
150000.0,2.738934927,-4.881303200213652E-11,150000.0,81.96933333333334,72.95285691200111,72.97021786927843,72.86363590757223,150000.0,-144.0,41.0,21.0,21.0,6.0,0.0,0.0,1.0
160000.0,2.849817419,-5.31445243791677E-11,160000.0,82.079375,73.11857982887501,73.14231118687886,73.00399201596807,160000.0,-151.0,43.0,22.0,22.0,6.0,0.0,0.0,1.0
170000.0,2.973425968,-5.886851836409833E-11,170000.0,82.14294117647059,73.21449156420383,73.23086690828285,73.10469474001292,170000.0,-179.0,51.0,26.0,26.0,6.0,0.0,0.0,1.0
180000.0,3.095641864,-6.49706649262872E-11,180000.0,82.27388888888889,73.41050695961621,73.42102194158907,73.28929964672595,180000.0,-193.0,55.0,28.0,28.0,6.0,0.0,0.0,1.0
190000.0,3.221496393,-7.171030685486685E-11,190000.0,82.34368421052632,73.51503013235116,73.52980628871266,73.39144642913797,190000.0,-207.0,59.0,30.0,30.0,6.0,0.0,0.0,1.0
200000.0,3.333203736,-7.789464353299181E-11,200000.0,82.432,73.64768056970122,73.65879989204427,73.52243012486718,200000.0,-214.0,61.0,31.0,31.0,6.0,0.0,0.0,1.0
210000.0,3.458515223,-8.573984098905282E-11,210000.0,82.4852380952381,73.72655840374364,73.74304866470115,73.59981625167778,210000.0,-242.0,69.0,35.0,35.0,6.0,0.0,0.0,1.0
220000.0,3.562592712,-9.26326207234524E-11,220000.0,82.54454545454546,73.81529991229718,73.84594428931418,73.69455766003358,220000.0,-256.0,73.0,37.0,37.0,7.0,0.0,0.0,1.0
230000.0,3.663545572,-9.950128049563822E-11,230000.0,82.61739130434783,73.92459472367848,73.95253080025279,73.81502852314927,230000.0,-263.0,75.0,38.0,38.0,7.0,0.0,0.0,1.0
240000.0,3.758418034,-1.059562403969984E-10,240000.0,82.68541666666667,74.02657615062456,74.07333462275157,73.92741965843068,240000.0,-263.0,75.0,38.0,38.0,7.0,0.0,0.0,1.0
250000.0,3.852963562,-1.1238895626868017E-10,250000.0,82.7372,74.10398551639982,74.14370532798917,73.99695123788177,250000.0,-263.0,75.0,38.0,38.0,7.0,0.0,0.0,1.0
260000.0,3.946550249,-1.1875643424017146E-10,260000.0,82.80884615384615,74.2110347130635,74.24531400353789,74.10355795804146,260000.0,-263.0,75.0,38.0,38.0,7.0,0.0,0.0,1.0
270000.0,4.053996478,-1.2645604155103984E-10,270000.0,82.86074074074075,74.28893272665246,74.32178231556753,74.19563496046484,270000.0,-277.0,79.0,40.0,40.0,7.0,0.0,0.0,1.0
280000.0,4.156731629,-1.3400409614951865E-10,280000.0,82.91607142857143,74.37195574797603,74.39911372284573,74.2908277885866,280000.0,-284.0,81.0,41.0,41.0,7.0,0.0,0.0,1.0
