learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
10000.0,0.500325646,-2.3298228438943625E-12,10000.0,80.13,70.2168965376655,70.2856288320622,69.80702020969458,10000.0,-18.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
20000.0,0.674177233,-3.454211091157049E-12,20000.0,79.69000000000001,69.56353753157502,69.6843047988656,69.06792567773378,20000.0,-25.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
30000.0,0.805055351,-4.3006676593278015E-12,30000.0,79.93333333333334,69.92213044421285,69.87288559703734,69.5513631075818,30000.0,-25.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
40000.0,0.971879468,-5.983810875978734E-12,40000.0,80.435,70.671149968273,70.62091748629776,70.35606060606061,40000.0,-39.0,11.0,6.0,6.0,3.0,0.0,0.0,1.0
50000.0,1.138782573,-7.969996696855457E-12,50000.0,80.44200000000001,70.67389768519415,70.62481225593272,70.4293921983671,50000.0,-46.0,13.0,7.0,7.0,4.0,0.0,0.0,1.0
60000.0,1.309541612,-1.0620525827527872E-11,60000.0,80.62833333333333,70.95389467819486,70.79721615034799,70.7295575310383,60000.0,-60.0,17.0,9.0,9.0,4.0,0.0,0.0,1.0
70000.0,1.454569553,-1.3134287575311543E-11,70000.0,80.72714285714285,71.09984132739656,70.9220622467454,70.91328532620412,70000.0,-67.0,19.0,10.0,10.0,4.0,0.0,0.0,1.0
80000.0,1.598642874,-1.6153309140871796E-11,80000.0,80.94125,71.41897599560595,71.25593846617903,71.25973120205086,80000.0,-81.0,23.0,12.0,12.0,4.0,0.0,0.0,1.0
90000.0,1.726760222,-1.9069985501571662E-11,90000.0,81.19444444444444,71.79944484978635,71.61473182839701,71.61901567871217,90000.0,-88.0,25.0,13.0,13.0,4.0,0.0,0.0,1.0
100000.0,1.864913947,-2.271551318259703E-11,100000.0,81.378,72.0716202784353,71.90065185900531,71.94679200373601,100000.0,-102.0,29.0,15.0,15.0,5.0,0.0,0.0,1.0
110000.0,2.003004962,-2.6859525525942448E-11,110000.0,81.53727272727272,72.3096371199828,72.18250054788517,72.20153850365463,110000.0,-116.0,33.0,17.0,17.0,5.0,0.0,0.0,1.0
120000.0,2.112015513,-3.032826174904282E-11,120000.0,81.65333333333334,72.48258952591267,72.36080597577052,72.40203575099657,120000.0,-123.0,35.0,18.0,18.0,5.0,0.0,0.0,1.0
130000.0,2.209809666,-3.344009007948141E-11,130000.0,81.82923076923076,72.74577849911535,72.63533473118403,72.67869535045106,130000.0,-123.0,35.0,18.0,18.0,5.0,0.0,0.0,1.0
140000.0,2.322093676,-3.741965973491057E-11,140000.0,81.85142857142857,72.77959838943461,72.67192978682213,72.70363765282225,140000.0,-137.0,39.0,20.0,20.0,5.0,0.0,0.0,1.0
150000.0,2.424540886,-4.105059354462558E-11,150000.0,81.972,72.96079395755515,72.88288559309287,72.8796221078918,150000.0,-137.0,39.0,20.0,20.0,5.0,0.0,0.0,1.0
160000.0,2.530318971,-4.499113428302938E-11,160000.0,82.023125,73.03762001955002,72.96151459888323,72.9538872381239,160000.0,-144.0,41.0,21.0,21.0,5.0,0.0,0.0,1.0
170000.0,2.630509055,-4.872350576230222E-11,170000.0,82.09058823529412,73.13871756920211,73.07998373092363,73.06259677062596,170000.0,-144.0,41.0,21.0,21.0,5.0,0.0,0.0,1.0
180000.0,2.748163336,-5.395871218397387E-11,180000.0,82.15444444444444,73.23358591025666,73.17107801785698,73.17376671315589,180000.0,-172.0,49.0,25.0,25.0,6.0,0.0,0.0,1.0
190000.0,2.858594132,-5.92724580017643E-11,190000.0,82.27,73.40700480097253,73.35521632523927,73.34720551933667,190000.0,-186.0,53.0,27.0,27.0,6.0,0.0,0.0,1.0
200000.0,2.9734559,-6.521542230724462E-11,200000.0,82.352,73.52963602665398,73.48238971030172,73.47800604138801,200000.0,-200.0,57.0,29.0,29.0,7.0,0.0,0.0,1.0
210000.0,3.082684721,-7.086693712924091E-11,210000.0,82.41761904761906,73.62842700743597,73.57262999677916,73.56733267949058,210000.0,-200.0,57.0,29.0,29.0,7.0,0.0,0.0,1.0
220000.0,3.190938869,-7.686009818791517E-11,220000.0,82.4909090909091,73.73805128561865,73.67629773392014,73.68367116886311,220000.0,-214.0,61.0,31.0,31.0,7.0,0.0,0.0,1.0
230000.0,3.28946821,-8.249330221494248E-11,230000.0,82.53086956521739,73.7978867278709,73.74745177983377,73.7476233101817,230000.0,-221.0,63.0,32.0,32.0,7.0,0.0,0.0,1.0
240000.0,3.390469047,-8.845071165330917E-11,240000.0,82.58375,73.87734673863424,73.8426012841212,73.82491076460641,240000.0,-228.0,65.0,33.0,33.0,7.0,0.0,0.0,1.0
250000.0,3.496920193,-9.511514665274365E-11,250000.0,82.6524,73.98001105275999,73.9588086946079,73.93282604253069,250000.0,-242.0,69.0,35.0,35.0,7.0,0.0,0.0,1.0
