learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
10000.0,0.720225491,-4.285425540939387E-12,10000.0,79.52,69.26643881612762,69.46473833308482,68.93675109965115,10000.0,-23.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
20000.0,1.045965396,-6.98203822520251E-12,20000.0,79.60000000000001,69.37331749823753,69.35096153846155,69.02285323817479,20000.0,-32.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
30000.0,1.401485012,-1.240845578127644E-11,30000.0,79.5,69.22886299828215,69.09703029998494,68.98482021281961,30000.0,-59.0,13.0,7.0,7.0,3.0,0.0,0.0,1.0
40000.0,1.779625917,-1.9941005618311465E-11,40000.0,80.025,70.02480566444211,69.9364111826015,69.8365359205708,40000.0,-77.0,17.0,9.0,9.0,4.0,0.0,0.0,1.0
50000.0,2.118925955,-2.7489841592291164E-11,50000.0,80.538,70.79110036915715,70.72503008423585,70.55851385695267,50000.0,-86.0,19.0,10.0,10.0,4.0,0.0,0.0,1.0
60000.0,2.449709613,-3.5619368636980653E-11,60000.0,80.87,71.29264887748467,71.296388916675,71.11944241753264,60000.0,-95.0,21.0,11.0,11.0,4.0,0.0,0.0,1.0
70000.0,2.728728901,-4.44256323379361E-11,70000.0,81.38428571428571,72.06667594206834,72.11069257769026,71.89474819368057,70000.0,-122.0,27.0,14.0,14.0,4.0,0.0,0.0,1.0
80000.0,3.058009197,-5.7884869932507476E-11,80000.0,81.6275,72.43520580512539,72.48956520111554,72.33161402055644,80000.0,-158.0,35.0,18.0,18.0,5.0,0.0,0.0,1.0
90000.0,3.370377297,-7.138011502722899E-11,90000.0,81.78333333333333,72.67118943766458,72.70411561001598,72.58315356444088,90000.0,-167.0,37.0,19.0,19.0,5.0,0.0,0.0,1.0
100000.0,3.665868957,-8.483424209058284E-11,100000.0,81.948,72.91919427010367,72.93350326111403,72.82593969682829,100000.0,-176.0,39.0,20.0,20.0,6.0,0.0,0.0,1.0
110000.0,3.977293803,-1.0183363230122873E-10,110000.0,81.98,72.9686831761029,72.96139680807529,72.89262075378808,110000.0,-211.0,45.0,23.0,23.0,6.0,0.0,0.0,1.0
120000.0,4.33583262,-1.2261058393710602E-10,120000.0,82.07333333333334,73.11055211038978,73.10327581895474,73.05509976577275,120000.0,-224.0,47.0,24.0,24.0,6.0,0.0,0.0,1.0
130000.0,4.653735764,-1.3708513558169618E-10,130000.0,82.21846153846154,73.32821071573967,73.31147389567508,73.26764733092794,130000.0,-176.0,38.0,14.0,14.0,6.0,0.0,0.0,1.0
140000.0,4.955394189,-1.5152239688439294E-10,140000.0,82.26071428571429,73.3907466300513,73.39867180805484,73.30775348767223,140000.0,-185.0,40.0,15.0,15.0,6.0,0.0,0.0,1.0
150000.0,5.251333433,-1.6913112652048262E-10,150000.0,82.272,73.40788833795033,73.42155500694645,73.30817256539459,150000.0,-230.0,50.0,20.0,20.0,7.0,0.0,0.0,1.0
160000.0,5.536820545,-1.894414495332684E-10,160000.0,82.259375,73.38853740386747,73.41083238098807,73.29928133348383,160000.0,-275.0,60.0,25.0,25.0,7.0,0.0,0.0,1.0
170000.0,5.820393904,-2.0961562299687E-10,170000.0,82.30764705882353,73.4614034414537,73.48361956483409,73.37305346282214,170000.0,-275.0,60.0,25.0,25.0,7.0,0.0,0.0,1.0
180000.0,6.100453325,-2.3280012619785136E-10,180000.0,82.36055555555556,73.54081257634579,73.55383603061829,73.45988598558938,180000.0,-320.0,70.0,30.0,30.0,7.0,0.0,0.0,1.0
190000.0,6.402618658,-2.592217172563283E-10,190000.0,82.37736842105264,73.56642695879802,73.55839848377163,73.48112243685698,190000.0,-338.0,74.0,32.0,32.0,7.0,0.0,0.0,1.0
200000.0,6.69152067,-2.8650150960466515E-10,200000.0,82.433,73.64922128254335,73.638560002401,73.55801071708109,200000.0,-365.0,80.0,35.0,35.0,8.0,0.0,0.0,1.0
210000.0,6.985144882,-3.1627814070994245E-10,210000.0,82.43809523809524,73.65664532973672,73.65469650753285,73.56348205069388,210000.0,-392.0,86.0,38.0,38.0,8.0,0.0,0.0,1.0
