learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
10000.0,0.745340043,-6.17024006942908E-12,10000.0,79.73,69.51706794556827,69.15702982349362,68.79137798306391,10000.0,-32.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
20000.0,1.057842421,-8.757266907228364E-12,20000.0,79.9,69.80830311544402,69.5961276660112,69.42268198068001,20000.0,-32.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
30000.0,1.401101058,-1.3996540945178518E-11,30000.0,79.87666666666667,69.81023082153031,69.71961679289763,69.62821351310559,30000.0,-59.0,13.0,7.0,7.0,3.0,0.0,0.0,1.0
40000.0,1.807679368,-2.2516291010348748E-11,40000.0,80.5075,70.76088757206423,70.759422463904,70.53844700547893,40000.0,-81.0,17.0,9.0,9.0,4.0,0.0,0.0,1.0
50000.0,2.17646022,-3.1961274155570815E-11,50000.0,80.742,71.11742091196813,71.1049093746249,70.90233289012451,50000.0,-99.0,21.0,11.0,11.0,4.0,0.0,0.0,1.0
60000.0,2.493031124,-3.974150048594715E-11,60000.0,80.95,71.42949546174971,71.43499775078722,71.23732353607288,60000.0,-95.0,21.0,11.0,11.0,4.0,0.0,0.0,1.0
70000.0,2.817842146,-4.999301941573827E-11,70000.0,81.12428571428572,71.69191951579731,71.66537999656887,71.49298813376484,70000.0,-122.0,27.0,14.0,14.0,5.0,0.0,0.0,1.0
80000.0,3.145310779,-6.185331115318049E-11,80000.0,81.32875,71.99795190335685,71.99767537775112,71.8185763070015,80000.0,-140.0,31.0,16.0,16.0,6.0,0.0,0.0,1.0
90000.0,3.440859998,-7.462192980520841E-11,90000.0,81.44888888888889,72.17588335179278,72.14036609988487,72.04473913334675,90000.0,-167.0,37.0,19.0,19.0,6.0,0.0,0.0,1.0
100000.0,3.723394352,-8.81439201016393E-11,100000.0,81.562,72.34576793974115,72.32445738644891,72.21686456512568,100000.0,-185.0,41.0,21.0,21.0,6.0,0.0,0.0,1.0
110000.0,4.004524105,-1.0356235535090996E-10,110000.0,81.65818181818182,72.49067413264734,72.47776504610684,72.35179653027105,110000.0,-212.0,47.0,24.0,24.0,6.0,0.0,0.0,1.0
120000.0,4.318718178,-1.2445188881751772E-10,120000.0,81.79166666666666,72.69074369958778,72.69500887256004,72.55473352341953,120000.0,-257.0,57.0,29.0,29.0,7.0,0.0,0.0,1.0
130000.0,4.607288836,-1.436378217672205E-10,130000.0,81.91384615384617,72.87371156630715,72.858346704838,72.7457139876433,130000.0,-257.0,57.0,29.0,29.0,7.0,0.0,0.0,1.0
