learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
10000.0,0.63117281,-4.08212143358671E-12,10000.0,79.75999999999999,69.54525635844715,69.20267802799756,68.83756735950732,10000.0,-25.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
20000.0,0.831064428,-5.3749240469187496E-12,20000.0,79.68499999999999,69.48235964152852,69.27091211617001,69.09561116604547,20000.0,-25.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
30000.0,0.972149108,-6.287391737310423E-12,30000.0,79.12666666666667,68.68423706453287,68.59106184481115,68.49625194948935,30000.0,-25.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
40000.0,1.163857969,-8.221605295677566E-12,40000.0,79.3,68.94892452659407,68.94805925370336,68.71339505006613,40000.0,-39.0,11.0,6.0,6.0,3.0,0.0,0.0,1.0
50000.0,1.347182345,-1.0735191096189535E-11,50000.0,79.874,69.81580228170962,69.8025447125195,69.59083766469237,50000.0,-53.0,15.0,8.0,8.0,3.0,0.0,0.0,1.0
60000.0,1.561778027,-1.445476687539162E-11,60000.0,80.31,70.46983744666598,70.47533363322836,70.27101839502757,60000.0,-67.0,19.0,10.0,10.0,4.0,0.0,0.0,1.0
70000.0,1.775985596,-1.894343463031368E-11,70000.0,80.61571428571429,70.9296030108997,70.90195573854864,70.72491909385114,70000.0,-81.0,23.0,12.0,12.0,4.0,0.0,0.0,1.0
80000.0,1.968801944,-2.298385452737825E-11,80000.0,80.93875,71.41333062132719,71.41277042480597,71.22993038129918,80000.0,-81.0,23.0,12.0,12.0,4.0,0.0,0.0,1.0
90000.0,2.170990625,-2.7586813888305593E-11,90000.0,81.12888888888888,71.69599958589677,71.65979742695522,71.56252092960955,90000.0,-88.0,25.0,13.0,13.0,4.0,0.0,0.0,1.0
100000.0,2.321188048,-3.1278151059264524E-11,100000.0,81.324,71.98881736474945,71.96721803608416,71.85823639322524,100000.0,-95.0,27.0,14.0,14.0,4.0,0.0,0.0,1.0
110000.0,2.454620881,-3.4557472145081394E-11,110000.0,81.54272727272728,72.31760028583183,72.30452338080427,72.1777619426097,110000.0,-95.0,27.0,14.0,14.0,4.0,0.0,0.0,1.0
120000.0,2.585980158,-3.826159068564367E-11,120000.0,81.70666666666668,72.56346101079053,72.56754392542052,72.42661374398654,120000.0,-109.0,31.0,16.0,16.0,5.0,0.0,0.0,1.0
130000.0,2.704193082,-4.223722052320631E-11,130000.0,81.76230769230769,72.64671261019717,72.63093492790931,72.51735849494023,130000.0,-130.0,37.0,19.0,19.0,5.0,0.0,0.0,1.0
140000.0,2.819101134,-4.651787903651388E-11,140000.0,81.83142857142856,72.74963643294335,72.71957013695985,72.63563306186997,140000.0,-144.0,41.0,21.0,21.0,6.0,0.0,0.0,1.0
150000.0,2.931635427,-5.09138970506481E-11,150000.0,81.96933333333334,72.9558409193469,72.9339711386426,72.86036827053334,150000.0,-151.0,43.0,22.0,22.0,6.0,0.0,0.0,1.0
160000.0,3.045968661,-5.558723517641839E-11,160000.0,82.07375,73.11236361548593,73.09178925247673,73.02015821802482,160000.0,-158.0,45.0,23.0,23.0,6.0,0.0,0.0,1.0
170000.0,3.178572219,-6.196789734013792E-11,170000.0,82.14235294117647,73.21497770109085,73.20683111954457,73.12928180707748,170000.0,-186.0,53.0,27.0,27.0,6.0,0.0,0.0,1.0
180000.0,3.309338284,-6.920736209075483E-11,180000.0,82.26722222222223,73.40210808902128,73.39484717394747,73.32414023651333,180000.0,-214.0,61.0,31.0,31.0,6.0,0.0,0.0,1.0
190000.0,3.436796972,-7.649453956737285E-11,190000.0,82.34052631578948,73.51232888943667,73.51106830454417,73.4311528502538,190000.0,-221.0,63.0,32.0,32.0,7.0,0.0,0.0,1.0
200000.0,3.559665095,-8.37417638219065E-11,200000.0,82.4165,73.62653457669163,73.63714054394435,73.54153813744226,200000.0,-228.0,65.0,33.0,33.0,7.0,0.0,0.0,1.0
210000.0,3.682790838,-9.12271524978698E-11,210000.0,82.46666666666667,73.7017816890841,73.70450779866309,73.61897255857275,210000.0,-235.0,67.0,34.0,34.0,7.0,0.0,0.0,1.0
220000.0,3.783385651,-9.734278076328336E-11,220000.0,82.52363636363637,73.78710778335964,73.7885522620054,73.70987042292046,220000.0,-235.0,67.0,34.0,34.0,7.0,0.0,0.0,1.0
