learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
10000.0,0.826519363,-7.697561411187052E-12,10000.0,80.4,70.61795683567989,70.68939733811874,70.2172922048321,10000.0,-36.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
20000.0,1.323363386,-1.1810646341699692E-11,20000.0,79.545,69.339654475818,69.46787073662213,68.84709107523605,20000.0,-32.0,13.0,7.0,7.0,2.0,0.0,0.0,1.0
30000.0,1.625313106,-1.4310313814009228E-11,30000.0,79.20666666666666,68.8273043270495,68.78190371334202,68.44873805068029,30000.0,-32.0,13.0,7.0,7.0,2.0,0.0,0.0,1.0
40000.0,1.969259465,-1.9560084788180473E-11,40000.0,79.16499999999999,68.76170258953735,68.71386740746301,68.43181818181819,40000.0,-59.0,19.0,10.0,10.0,3.0,0.0,0.0,1.0
50000.0,2.355343926,-2.8149792839410818E-11,50000.0,79.762,69.65202708344876,69.60348452988886,69.40127003326278,50000.0,-86.0,25.0,13.0,13.0,4.0,0.0,0.0,1.0
60000.0,2.633388399,-3.5630544456912E-11,60000.0,80.185,70.2852123988349,70.1288912338886,70.05968420257372,60000.0,-104.0,29.0,15.0,15.0,4.0,0.0,0.0,1.0
70000.0,2.944095948,-4.471351441720294E-11,70000.0,80.58571428571429,70.8842393164578,70.70868178291231,70.69984045534905,70000.0,-113.0,31.0,16.0,16.0,4.0,0.0,0.0,1.0
80000.0,3.271955568,-5.506125163390405E-11,80000.0,80.89874999999999,71.35260811540296,71.19184073599276,71.1956419294641,80000.0,-122.0,33.0,17.0,17.0,4.0,0.0,0.0,1.0
90000.0,3.577497267,-6.683878618473601E-11,90000.0,81.18222222222222,71.77866207068263,71.59628350048636,71.60057013498785,90000.0,-149.0,39.0,20.0,20.0,6.0,0.0,0.0,1.0
100000.0,3.864668253,-7.79081957634642E-11,100000.0,81.352,72.03144852799022,71.86141960405601,71.9076241695666,100000.0,-149.0,39.0,20.0,20.0,6.0,0.0,0.0,1.0
110000.0,4.153497124,-9.17314393290629E-11,110000.0,81.56545454545454,72.3510537987701,72.22496164803857,72.24397054395138,110000.0,-185.0,47.0,24.0,24.0,6.0,0.0,0.0,1.0
120000.0,4.461614622,-1.0934739730579571E-10,120000.0,81.69666666666666,72.54686118554592,72.4260875023539,72.46721989620679,120000.0,-221.0,55.0,28.0,28.0,6.0,0.0,0.0,1.0
130000.0,4.738450867,-1.2581947625614702E-10,130000.0,81.83076923076923,72.74750668894814,72.63765161081056,72.68100855887114,130000.0,-230.0,57.0,29.0,29.0,6.0,0.0,0.0,1.0
140000.0,4.999926576,-1.425951765798446E-10,140000.0,81.91285714285715,72.87102502415418,72.76442876503108,72.79602930749232,140000.0,-248.0,61.0,31.0,31.0,6.0,0.0,0.0,1.0
150000.0,5.260885438,-1.6055290154491858E-10,150000.0,82.03399999999999,73.05302514779754,72.97614391865469,72.97289165688841,150000.0,-266.0,65.0,33.0,33.0,6.0,0.0,0.0,1.0
160000.0,5.545555024,-1.8213065961220609E-10,160000.0,82.14125,73.21408846060116,73.13918291376037,73.13160567194494,160000.0,-293.0,71.0,36.0,36.0,6.0,0.0,0.0,1.0
170000.0,5.83281862,-2.045738795259967E-10,170000.0,82.24411764705883,73.3681652332595,73.31075704256487,73.29351913293519,170000.0,-302.0,73.0,37.0,37.0,6.0,0.0,0.0,1.0
180000.0,6.11501958,-2.2793566838165534E-10,180000.0,82.36444444444444,73.54806977011765,73.48679100301514,73.48944805872675,180000.0,-320.0,77.0,39.0,39.0,6.0,0.0,0.0,1.0
190000.0,6.43400953,-2.550857117585837E-10,190000.0,82.45894736842105,73.68986084329357,73.63916791900658,73.6312424837015,190000.0,-329.0,79.0,40.0,40.0,7.0,0.0,0.0,1.0
200000.0,6.723684193,-2.810895595008817E-10,200000.0,82.5115,73.76842065833235,73.72205192931844,73.71770787935257,200000.0,-347.0,83.0,42.0,42.0,7.0,0.0,0.0,1.0
210000.0,7.011529037,-3.0826952795627415E-10,210000.0,82.54476190476191,73.81856463909962,73.76373331424688,73.75847430326374,210000.0,-365.0,87.0,44.0,44.0,7.0,0.0,0.0,1.0
220000.0,7.338473307,-3.4370884815722486E-10,220000.0,82.59954545454545,73.90051441183594,73.83962496241423,73.84695264837094,220000.0,-419.0,99.0,50.0,50.0,7.0,0.0,0.0,1.0
230000.0,7.647638562,-3.7722100136594627E-10,230000.0,82.64,73.96104308271242,73.9114526161727,73.91162307496292,230000.0,-419.0,99.0,50.0,50.0,7.0,0.0,0.0,1.0
240000.0,7.966305746,-4.125050767221383E-10,240000.0,82.67541666666666,74.01427512818283,73.98027509731035,73.96267768802053,240000.0,-428.0,101.0,51.0,51.0,7.0,0.0,0.0,1.0
250000.0,8.267701744,-4.465005897834068E-10,250000.0,82.7256,74.08929060580529,74.06869220607662,74.0428191904985,250000.0,-436.0,103.0,52.0,52.0,8.0,0.0,0.0,1.0
260000.0,8.561917398,-4.804473446299218E-10,260000.0,82.78923076923077,74.18493780466088,74.16173456130727,74.12632698845896,260000.0,-446.0,105.0,53.0,53.0,8.0,0.0,0.0,1.0
270000.0,8.880036451,-5.193741219741705E-10,270000.0,82.84444444444445,74.26760089465301,74.24821121803959,74.21437915773652,270000.0,-473.0,111.0,56.0,56.0,8.0,0.0,0.0,1.0
280000.0,9.197353064,-5.604191393335349E-10,280000.0,82.86107142857144,74.29251832503498,74.27980340977913,74.24045604843906,280000.0,-500.0,117.0,59.0,59.0,8.0,0.0,0.0,1.0
290000.0,9.508250086,-6.0135764383892E-10,290000.0,82.86551724137931,74.2989990920545,74.29384376616656,74.25228511617301,290000.0,-509.0,119.0,60.0,60.0,8.0,0.0,0.0,1.0
300000.0,9.811321225,-6.419712890097353E-10,300000.0,82.89999999999999,74.35037427762855,74.34294430968515,74.30992348062978,300000.0,-518.0,121.0,61.0,61.0,8.0,0.0,0.0,1.0
310000.0,10.133242222,-6.858604772740768E-10,310000.0,82.91774193548387,74.37732416737691,74.36524264794868,74.32796024724276,310000.0,-527.0,123.0,62.0,62.0,8.0,0.0,0.0,1.0
