learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
10000.0,0.72722872,-6.020306878619725E-12,10000.0,79.19,68.81049009481266,69.00044689408611,68.58867924528302,10000.0,-32.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
20000.0,1.065501406,-1.039587616816991E-11,20000.0,78.455,67.69797315538896,67.70591321292063,67.49886860763311,20000.0,-50.0,11.0,6.0,6.0,4.0,0.0,0.0,1.0
30000.0,1.417552921,-1.6589042720281416E-11,30000.0,79.25,68.88455897463739,68.97737466361008,68.72330804401346,30000.0,-68.0,15.0,8.0,8.0,4.0,0.0,0.0,1.0
40000.0,1.764554796,-2.4309231177903712E-11,40000.0,79.975,69.96803597962764,70.09855159026431,69.80890279295917,40000.0,-86.0,19.0,10.0,10.0,4.0,0.0,0.0,1.0
50000.0,2.131092155,-3.4170872776562144E-11,50000.0,80.54599999999999,70.82231455005389,70.94162633685845,70.70445441676955,50000.0,-104.0,23.0,12.0,12.0,4.0,0.0,0.0,1.0
60000.0,2.426711557,-4.281276820744905E-11,60000.0,81.00833333333334,71.51430346505475,71.58991747488096,71.38803796514841,60000.0,-113.0,25.0,13.0,13.0,4.0,0.0,0.0,1.0
70000.0,2.698029771,-5.2007686503541964E-11,70000.0,81.18142857142857,71.77297647603554,71.82547321142124,71.68253831767665,70000.0,-131.0,29.0,15.0,15.0,5.0,0.0,0.0,1.0
80000.0,2.956790186,-6.198197066188893E-11,80000.0,81.4275,72.14285610145512,72.1760299625468,72.04305121740111,80000.0,-149.0,33.0,17.0,17.0,5.0,0.0,0.0,1.0
90000.0,3.22768285,-7.431607282228974E-11,90000.0,81.51666666666667,72.27578174594306,72.32987907317154,72.17762167586554,90000.0,-176.0,39.0,20.0,20.0,6.0,0.0,0.0,1.0
100000.0,3.482329181,-8.709624728369008E-11,100000.0,81.671,72.5052664790248,72.57082142376129,72.38984710401446,100000.0,-194.0,43.0,22.0,22.0,6.0,0.0,0.0,1.0
