learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
10000.0,0.678182559,-4.035265199684848E-12,10000.0,79.78,69.63732961485222,69.74412688912165,69.28918590522478,10000.0,-23.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
20000.0,1.027783055,-6.929405946543233E-12,20000.0,79.7,69.53251097578162,69.66527196652721,69.30520904211083,20000.0,-32.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
30000.0,1.418366835,-1.19816211075522E-11,30000.0,79.90333333333334,69.83970309954938,70.01094309590133,69.61955152431344,30000.0,-50.0,11.0,6.0,6.0,3.0,0.0,0.0,1.0
40000.0,1.767966333,-1.894562739956503E-11,40000.0,80.21249999999999,70.30459284455604,70.4023633236108,70.07448296721994,40000.0,-77.0,17.0,9.0,9.0,4.0,0.0,0.0,1.0
50000.0,2.130104405,-2.7845738330183344E-11,50000.0,80.596,70.88521071677498,70.98857723820345,70.7577310265839,50000.0,-95.0,21.0,11.0,11.0,4.0,0.0,0.0,1.0
60000.0,2.526353418,-3.8506768247267853E-11,60000.0,80.70166666666667,71.04418451716934,71.11964682114086,70.9384333509023,60000.0,-104.0,23.0,12.0,12.0,4.0,0.0,0.0,1.0
70000.0,2.875981387,-5.035558798402134E-11,70000.0,80.88571428571429,71.32067813294594,71.39130620710299,71.24621236541809,70000.0,-131.0,29.0,15.0,15.0,5.0,0.0,0.0,1.0
80000.0,3.180280502,-6.208522538680376E-11,80000.0,81.1125,71.66535896328817,71.68237785565695,71.5891997593261,80000.0,-149.0,33.0,17.0,17.0,5.0,0.0,0.0,1.0
90000.0,3.510987758,-7.48328017290785E-11,90000.0,81.31444444444445,71.96816281160406,71.96886355302196,71.88121791763507,90000.0,-149.0,32.0,14.0,14.0,5.0,0.0,0.0,1.0
100000.0,3.80074033,-8.667635494972475E-11,100000.0,81.488,72.2303850927571,72.19042468490395,72.16910217090626,100000.0,-158.0,34.0,15.0,15.0,5.0,0.0,0.0,1.0
110000.0,4.071005747,-9.898189772256753E-11,110000.0,81.68909090909091,72.52813209564223,72.49638146216239,72.41766518315646,110000.0,-176.0,38.0,17.0,17.0,5.0,0.0,0.0,1.0
120000.0,4.354501931,-1.1387005282902261E-10,120000.0,81.86416666666668,72.79229968565001,72.76561131272682,72.68836905777823,120000.0,-203.0,44.0,20.0,20.0,5.0,0.0,0.0,1.0
130000.0,4.65258769,-1.3091246761588585E-10,130000.0,82.03769230769231,73.05367866679163,73.02832193679542,72.95835649434872,130000.0,-221.0,48.0,22.0,22.0,6.0,0.0,0.0,1.0
140000.0,4.95274605,-1.4947110020865994E-10,140000.0,82.11714285714285,73.17307475921851,73.12292002147073,73.0671170541218,140000.0,-239.0,52.0,24.0,24.0,6.0,0.0,0.0,1.0
150000.0,5.250501157,-1.692676712042238E-10,150000.0,82.21333333333334,73.31668453045519,73.28393330996848,73.19158770510748,150000.0,-257.0,56.0,26.0,26.0,6.0,0.0,0.0,1.0
160000.0,5.561840819,-1.914172143398577E-10,160000.0,82.29875,73.44561428386783,73.44397562119082,73.3374755234222,160000.0,-275.0,60.0,28.0,28.0,6.0,0.0,0.0,1.0
170000.0,5.923776919,-2.1800902266805577E-10,170000.0,82.36823529411764,73.54951038805679,73.54457193292143,73.4456670033133,170000.0,-284.0,62.0,29.0,29.0,6.0,0.0,0.0,1.0
180000.0,6.226089192,-2.402202086173929E-10,180000.0,82.45833333333333,73.68559445694171,73.68793853435777,73.59817382142919,180000.0,-284.0,62.0,29.0,29.0,6.0,0.0,0.0,1.0
190000.0,6.525626248,-2.643197387562961E-10,190000.0,82.54421052631578,73.81351297215063,73.81287011448875,73.71345237812176,190000.0,-311.0,68.0,32.0,32.0,6.0,0.0,0.0,1.0
200000.0,6.860868379,-2.93633592873553E-10,200000.0,82.60650000000001,73.9070017500669,73.91066312679057,73.81798202700466,200000.0,-338.0,74.0,35.0,35.0,6.0,0.0,0.0,1.0
210000.0,7.193269588,-3.2502083000313073E-10,210000.0,82.6447619047619,73.96463438420248,73.9697458825546,73.8839445662611,210000.0,-365.0,80.0,38.0,38.0,6.0,0.0,0.0,1.0
220000.0,7.53158529,-3.5775425026193257E-10,220000.0,82.66318181818181,73.99206384327728,74.0031626157013,73.90658885825506,220000.0,-374.0,82.0,39.0,39.0,7.0,0.0,0.0,1.0
230000.0,7.815492069,-3.8522338591360793E-10,230000.0,82.69782608695651,74.04421971961943,74.03991049819626,73.96926941266508,230000.0,-374.0,82.0,39.0,39.0,7.0,0.0,0.0,1.0
240000.0,8.123540499,-4.178972490644082E-10,240000.0,82.72833333333334,74.08989176300278,74.08666950063764,74.01861543765082,240000.0,-410.0,90.0,43.0,43.0,7.0,0.0,0.0,1.0
250000.0,8.397175161,-4.4869067406281826E-10,250000.0,82.762,74.14072514469603,74.131876706984,74.07944279373022,250000.0,-435.0,96.0,46.0,46.0,7.0,0.0,0.0,1.0
260000.0,8.682306578,-4.835809048702422E-10,260000.0,82.76307692307692,74.14275454729119,74.13635891457659,74.08371210806935,260000.0,-473.0,104.0,50.0,50.0,8.0,0.0,0.0,1.0
270000.0,8.935935445,-5.146163123401089E-10,270000.0,82.79777777777778,74.19451627075159,74.19179178289234,74.1402061166881,270000.0,-473.0,104.0,50.0,50.0,8.0,0.0,0.0,1.0
280000.0,9.202458884,-5.478501180026473E-10,280000.0,82.83607142857143,74.2522591585298,74.24559899252432,74.20828078460838,280000.0,-482.0,106.0,51.0,51.0,8.0,0.0,0.0,1.0
290000.0,9.472199997,-5.833692673943006E-10,290000.0,82.89344827586207,74.33877397110636,74.33256069041164,74.29905089522548,290000.0,-509.0,112.0,54.0,54.0,8.0,0.0,0.0,1.0
300000.0,9.758453926,-6.223957760668257E-10,300000.0,82.92266666666667,74.38215038997727,74.3848965286215,74.33575121227908,300000.0,-527.0,116.0,56.0,56.0,8.0,0.0,0.0,1.0
310000.0,10.042115722,-6.617293371544738E-10,310000.0,82.92774193548387,74.38984713515227,74.39289325856286,74.34124725469188,310000.0,-536.0,118.0,57.0,57.0,8.0,0.0,0.0,1.0
320000.0,10.323550184,-7.027198451364207E-10,320000.0,82.945625,74.41706764502331,74.41288029743961,74.37599774626726,320000.0,-563.0,124.0,60.0,60.0,8.0,0.0,0.0,1.0
330000.0,10.662922588,-7.544316205910097E-10,330000.0,82.98727272727274,74.47949860865245,74.47835692660175,74.43919851029635,330000.0,-589.0,128.0,62.0,62.0,8.0,0.0,0.0,1.0
