learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
10000.0,0.527580767,-2.456739391200244E-12,10000.0,79.80000000000001,69.62613836196171,69.71968220656574,69.29157798723017,10000.0,-18.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
20000.0,0.745650209,-3.867107406258583E-12,20000.0,78.945,68.39438974073634,68.39774859287054,68.14192767438341,20000.0,-25.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
30000.0,0.910246099,-4.931634267688625E-12,30000.0,78.89333333333333,68.3236456038131,68.33208302075519,67.95870863272948,30000.0,-25.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
40000.0,1.084912398,-6.693899829923692E-12,40000.0,78.625,67.92716707537116,67.91263229002476,67.71148036253777,40000.0,-39.0,11.0,6.0,6.0,3.0,0.0,0.0,1.0
50000.0,1.261841495,-9.440200865630888E-12,50000.0,79.238,68.84695838402045,68.83705571565802,68.66302411929846,50000.0,-60.0,17.0,9.0,9.0,4.0,0.0,0.0,1.0
60000.0,1.411762766,-1.2038778447442584E-11,60000.0,79.97999999999999,69.96025612092697,69.95272281561897,69.82591876208897,60000.0,-67.0,19.0,10.0,10.0,4.0,0.0,0.0,1.0
70000.0,1.566554796,-1.5282407965407603E-11,70000.0,80.51857142857143,70.770277446301,70.76365663322186,70.66302383615867,70000.0,-81.0,23.0,12.0,12.0,5.0,0.0,0.0,1.0
80000.0,1.70868113,-1.8518008179445232E-11,80000.0,80.8675,71.29207214723529,71.32902500702446,71.21254866557581,80000.0,-88.0,25.0,13.0,13.0,5.0,0.0,0.0,1.0
90000.0,1.840940917,-2.1528989910148082E-11,90000.0,81.15333333333334,71.72240847210023,71.75965236501673,71.63450282618147,90000.0,-88.0,25.0,13.0,13.0,5.0,0.0,0.0,1.0
100000.0,1.982500709,-2.5008043755984137E-11,100000.0,81.362,72.03793079981591,72.03852616418627,71.965344002888,100000.0,-95.0,27.0,14.0,14.0,5.0,0.0,0.0,1.0
