learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
10000.0,0.788678497,-6.529014118843608E-12,10000.0,79.75999999999999,69.6585950334478,69.85852568875652,69.3007735477021,10000.0,-32.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
20000.0,1.188782903,-9.841247590051757E-12,20000.0,80.23,70.34330549061747,70.33758439609903,69.95897280048625,20000.0,-32.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
30000.0,1.551690561,-1.453547112333278E-11,30000.0,79.95,69.92920815672854,69.9490407673861,69.6120036374659,30000.0,-50.0,11.0,6.0,6.0,3.0,0.0,0.0,1.0
40000.0,2.046903374,-2.440008810747208E-11,40000.0,80.525,70.79092615133976,70.81741215254365,70.51587752166837,40000.0,-77.0,17.0,9.0,9.0,4.0,0.0,0.0,1.0
50000.0,2.547965386,-3.9047724503454654E-11,50000.0,80.71000000000001,71.06345790222392,71.05515875397637,70.842528492397,50000.0,-113.0,25.0,13.0,13.0,5.0,0.0,0.0,1.0
60000.0,3.008495276,-5.5131545110036516E-11,60000.0,80.84666666666666,71.26986654853012,71.32233673545778,71.06820069988167,60000.0,-135.0,29.0,15.0,15.0,5.0,0.0,0.0,1.0
70000.0,3.322895177,-6.684385412036337E-11,70000.0,81.06428571428572,71.5949862575818,71.61305521051955,71.40669154604483,70000.0,-144.0,31.0,16.0,16.0,5.0,0.0,0.0,1.0
80000.0,3.594631367,-7.668562265708007E-11,80000.0,81.12125,71.68340594329439,71.69284402294112,71.57082352941177,80000.0,-140.0,30.0,13.0,13.0,6.0,0.0,0.0,1.0
90000.0,3.864508438,-8.708841395719597E-11,90000.0,81.31666666666668,71.97443282479942,71.99180491704978,71.84926002812563,90000.0,-149.0,32.0,14.0,14.0,6.0,0.0,0.0,1.0
100000.0,4.121999055,-9.701375196558526E-11,100000.0,81.379,72.06879737234189,72.07659778664187,71.93434617471513,100000.0,-149.0,32.0,14.0,14.0,6.0,0.0,0.0,1.0
110000.0,4.394993654,-1.0944355801342882E-10,110000.0,81.46545454545453,72.19742230230925,72.21018196687793,72.03944210540752,110000.0,-176.0,38.0,17.0,17.0,6.0,0.0,0.0,1.0
120000.0,4.661692303,-1.2282861347232633E-10,120000.0,81.58583333333334,72.37810606459763,72.39703696301201,72.21027479091995,120000.0,-194.0,42.0,19.0,19.0,6.0,0.0,0.0,1.0
130000.0,4.932895031,-1.3643971937217024E-10,130000.0,81.73769230769231,72.6076981924361,72.61959680767634,72.46398663852098,130000.0,-194.0,42.0,19.0,19.0,6.0,0.0,0.0,1.0
140000.0,5.210353022,-1.5230278570722374E-10,140000.0,81.88285714285715,72.82498275209164,72.83844852327,72.69252715782221,140000.0,-221.0,48.0,22.0,22.0,6.0,0.0,0.0,1.0
150000.0,5.470236476,-1.6958141880782529E-10,150000.0,81.98333333333333,72.97625582041577,73.00900864910213,72.84328995628799,150000.0,-257.0,56.0,26.0,26.0,6.0,0.0,0.0,1.0
