learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes)
10000.0,0.09,0.0,10000.0,72.89999999999999,41.828636349898474,42.875210792580106,33.821733821733815,10000.0,0.0
20000.0,0.15,0.0,20000.0,73.17,42.941046648990735,43.98162647457981,35.6748981059698,20000.0,0.0
30000.0,0.22,0.0,30000.0,73.27333333333334,43.15590503307031,44.61559715410652,35.79436258808457,30000.0,0.0
40000.0,0.27,0.0,40000.0,73.385,43.548732769402,44.984755309803106,36.32775119617225,40000.0,0.0
50000.0,0.32,0.0,50000.0,73.358,43.4884106485635,44.85884593095456,36.25095712098009,50000.0,0.0
60000.0,0.39,0.0,60000.0,73.36166666666666,43.62669229527103,44.91469929346891,36.5804301245933,60000.0,0.0
70000.0,0.43,0.0,70000.0,73.38142857142857,43.73841433455708,45.13089313584029,36.84585140997831,70000.0,0.0
80000.0,0.48,0.0,80000.0,73.36375000000001,43.7126020243758,45.14916728873331,36.79855261596869,80000.0,0.0
90000.0,0.53,0.0,90000.0,73.3911111111111,43.772283795497394,45.18026782648506,36.84599156118142,90000.0,0.0
100000.0,0.57,0.0,100000.0,73.386,43.79400244667785,45.17551087673038,36.90673747095916,100000.0,0.0
110000.0,0.62,0.0,110000.0,73.39272727272727,43.816389879156496,45.21358241922804,36.944157187176835,110000.0,0.0
120000.0,0.66,0.0,120000.0,73.42416666666666,43.89309394236619,45.257140895358425,37.01289723687069,120000.0,0.0
130000.0,0.72,0.0,130000.0,73.42076923076924,43.881854083823505,45.2504317789292,36.993070751276456,130000.0,0.0
140000.0,0.75,0.0,140000.0,73.42857142857143,43.926639922420165,45.390487375220204,37.06222718505736,140000.0,0.0
150000.0,0.8,0.0,150000.0,73.446,43.98103771464154,45.413057778752325,37.14434502674809,150000.0,0.0
160000.0,0.84,0.0,160000.0,73.438125,43.95473415134726,45.423141132656994,37.09257230823885,160000.0,0.0
170000.0,0.89,0.0,170000.0,73.43352941176471,43.953066665607686,45.418398917142035,37.1050176166669,170000.0,0.0
180000.0,0.93,0.0,180000.0,73.45166666666667,43.98584148868749,45.461081944761474,37.13312196597951,180000.0,0.0
190000.0,0.98,0.0,190000.0,73.46315789473684,43.99475678583305,45.48187234410648,37.10315232713347,190000.0,0.0
200000.0,1.01,0.0,200000.0,73.431,43.91951006490801,45.42111750205424,36.99400033199745,200000.0,0.0
