learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes)
10000.0,0.1,0.0,10000.0,73.13,43.29549769206133,44.71193415637859,36.387310606060595,10000.0,0.0
20000.0,0.17,0.0,20000.0,73.715,44.70327305081983,46.241947029348594,37.970501474926245,20000.0,0.0
30000.0,0.22,0.0,30000.0,73.79,44.71080792254816,46.162273194111606,37.743467933491694,30000.0,0.0
40000.0,0.29,0.0,40000.0,73.825,44.72138601805862,46.395658406717175,37.64145324597973,40000.0,0.0
50000.0,0.35,0.0,50000.0,73.866,44.796426219912874,46.82374964391812,37.669337912612086,50000.0,0.0
60000.0,0.41,0.0,60000.0,73.85000000000001,44.782510827050444,46.65805398789693,37.69359065999524,60000.0,0.0
70000.0,0.46,0.0,70000.0,73.89285714285714,44.88358838251565,46.76202406269117,37.825332562174665,70000.0,0.0
80000.0,0.52,0.0,80000.0,73.77375,44.593053393351326,46.40183931536596,37.39444394712501,80000.0,0.0
90000.0,0.57,0.0,90000.0,73.81,44.69324871241266,46.51220840519197,37.51888667992048,90000.0,0.0
100000.0,0.62,0.0,100000.0,73.81299999999999,44.735157405764895,46.464274762342825,37.68709101725163,100000.0,0.0
110000.0,0.66,0.0,110000.0,73.74454545454545,44.63903465975864,46.37266734750718,37.69066471057797,110000.0,0.0
120000.0,0.7,0.0,120000.0,73.75083333333333,44.63518738931717,46.322552060256974,37.65907336671482,120000.0,0.0
130000.0,0.74,0.0,130000.0,73.73538461538462,44.57304708275102,46.276453465502314,37.52927400468384,130000.0,0.0
140000.0,0.77,0.0,140000.0,73.69142857142857,44.502844585241974,46.225161695355744,37.48599748803423,140000.0,0.0
150000.0,0.82,0.0,150000.0,73.67266666666666,44.46296155125239,46.18655038495604,37.446936577330035,150000.0,0.0
160000.0,0.86,0.0,160000.0,73.6575,44.426140387156266,46.16219806609015,37.39900190114067,160000.0,0.0
170000.0,0.91,0.0,170000.0,73.62941176470589,44.36967182951069,46.12944314931867,37.32787183179322,170000.0,0.0
180000.0,0.95,0.0,180000.0,73.68166666666667,44.44883595668438,46.18416867360385,37.3555314590992,180000.0,0.0
190000.0,1.0,0.0,190000.0,73.62526315789474,44.36323454306248,46.069157007716406,37.339635381498994,190000.0,0.0
200000.0,1.04,0.0,200000.0,73.60799999999999,44.31955427808262,45.989419721883976,37.28509475435156,200000.0,0.0
210000.0,1.08,0.0,210000.0,73.59142857142858,44.28225290523863,45.97948588071419,37.23204382370917,210000.0,0.0
220000.0,1.13,0.0,220000.0,73.5890909090909,44.282733861274906,45.921596366479264,37.24253388777879,220000.0,0.0
230000.0,1.17,0.0,230000.0,73.56173913043477,44.237003542864954,45.894098071841036,37.225267635004684,230000.0,0.0
240000.0,1.21,0.0,240000.0,73.57708333333333,44.27079416036893,45.883788604149075,37.263805623157445,240000.0,0.0
250000.0,1.26,0.0,250000.0,73.5496,44.208492285540366,45.832548309673406,37.18497971901095,250000.0,0.0
260000.0,1.3,0.0,260000.0,73.5576923076923,44.21338056669939,45.84354100530144,37.175023530809376,260000.0,0.0
270000.0,1.35,0.0,270000.0,73.57037037037037,44.2621719836596,45.87953342333188,37.27641097311219,270000.0,0.0
280000.0,1.4,0.0,280000.0,73.55892857142857,44.254985699321644,45.86778974460213,37.29885836241065,280000.0,0.0
290000.0,1.44,0.0,290000.0,73.56103448275863,44.26554110968251,45.87609944798183,37.313078954468544,290000.0,0.0
300000.0,1.48,0.0,300000.0,73.55566666666667,44.26082552455139,45.87364399263151,37.32283091314172,300000.0,0.0
310000.0,1.52,0.0,310000.0,73.55677419354839,44.25479307628693,45.86316206577732,37.3043006065056,310000.0,0.0
320000.0,1.57,0.0,320000.0,73.576875,44.28801458092838,45.88994195682919,37.32887627207839,320000.0,0.0
330000.0,1.61,0.0,330000.0,73.5669696969697,44.267946366014414,45.89040246141631,37.316575403498184,330000.0,0.0
340000.0,1.66,0.0,340000.0,73.5785294117647,44.27677401983252,45.89612016526337,37.294607083525285,340000.0,0.0
350000.0,1.69,0.0,350000.0,73.572,44.25847357542196,45.860428092314365,37.25631181234824,350000.0,0.0
360000.0,1.74,0.0,360000.0,73.57527777777779,44.2587288963567,45.86854219657785,37.24627451497782,360000.0,0.0
370000.0,1.79,0.0,370000.0,73.5654054054054,44.23556226308139,45.82534811844335,37.22046779121414,370000.0,0.0
380000.0,1.82,0.0,380000.0,73.56394736842105,44.22696957794645,45.82191780821919,37.20338559247869,380000.0,0.0
390000.0,1.85,0.0,390000.0,73.56846153846153,44.24365676203506,45.83985709031682,37.22986426992565,390000.0,0.0
400000.0,1.89,0.0,400000.0,73.5775,44.27549900061638,45.883810713663955,37.28489710664355,400000.0,0.0
410000.0,1.94,0.0,410000.0,73.58926829268293,44.298208832100876,45.90019784568038,37.311704702027406,410000.0,0.0
420000.0,1.99,0.0,420000.0,73.58309523809524,44.27731076740093,45.8736005073542,37.27506572066597,420000.0,0.0
430000.0,2.03,0.0,430000.0,73.58232558139535,44.283704150166464,45.86645317473933,37.3028225761941,430000.0,0.0
440000.0,2.07,0.0,440000.0,73.58204545454545,44.290095493470595,45.86283020976936,37.31617746188732,440000.0,0.0
450000.0,2.12,0.0,450000.0,73.58955555555555,44.303709271388755,45.888614695356814,37.32623874111417,450000.0,0.0
460000.0,2.14,0.0,460000.0,73.58260869565217,44.288072524341494,45.884322841518376,37.3110613579852,460000.0,0.0
470000.0,2.19,0.0,470000.0,73.57255319148936,44.26364813525666,45.84185397545184,37.282119125042925,470000.0,0.0
480000.0,2.24,0.0,480000.0,73.58041666666666,44.276259129487904,45.83723065752665,37.28536952049376,480000.0,0.0
