learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
10000.0,0.38,0.0,10000.0,82.37,63.313432552567704,63.217191737951175,57.48734024596093,10000.0,0.0,53.0,42.0,42.0,3.0,0.0,0.0,1.0
20000.0,0.54,0.0,20000.0,84.94,68.85947678648205,69.0027786353813,64.19400855920115,20000.0,0.0,59.0,45.0,45.0,3.0,0.0,0.0,1.0
30000.0,0.64,0.0,30000.0,86.19,71.45448199083043,71.48657949070888,67.09031694336325,30000.0,0.0,65.0,48.0,48.0,3.0,0.0,0.0,1.0
40000.0,0.75,0.0,40000.0,86.945,73.03380664183848,73.10327066701004,68.89259546077321,40000.0,0.0,93.0,65.0,65.0,4.0,0.0,0.0,1.0
50000.0,0.84,0.0,50000.0,87.426,74.06452768613114,74.17751673717503,70.17410693106885,50000.0,0.0,105.0,71.0,71.0,4.0,0.0,0.0,1.0
60000.0,0.91,0.0,60000.0,87.85333333333334,74.96506298624239,75.06073982821752,71.23233599115815,60000.0,0.0,115.0,76.0,76.0,5.0,0.0,0.0,1.0
70000.0,0.99,0.0,70000.0,88.18142857142857,75.66245878587783,75.75606611182745,72.06105839046299,70000.0,0.0,117.0,77.0,77.0,5.0,0.0,0.0,1.0
80000.0,1.08,0.0,80000.0,88.49625,76.30863842390698,76.40921791289635,72.75445556279234,80000.0,0.0,123.0,80.0,80.0,5.0,0.0,0.0,1.0
90000.0,1.17,0.0,90000.0,88.81,76.95463265170345,77.05295297119942,73.4771272813463,90000.0,0.0,157.0,100.0,100.0,5.0,0.0,0.0,1.0
100000.0,1.26,0.0,100000.0,89.089,77.52936313556654,77.6779869067103,74.12738309778999,100000.0,0.0,172.0,109.0,109.0,5.0,0.0,0.0,1.0
110000.0,1.34,0.0,110000.0,89.40545454545455,78.194315673376,78.32701033995387,74.90903610566882,110000.0,0.0,190.0,118.0,118.0,5.0,0.0,0.0,1.0
120000.0,1.41,0.0,120000.0,89.65333333333334,78.70805476928992,78.85810615219575,75.5016672914899,120000.0,0.0,194.0,120.0,120.0,5.0,0.0,0.0,1.0
130000.0,1.49,0.0,130000.0,89.88461538461539,79.18248026414435,79.30925969632602,76.0351363172474,130000.0,0.0,198.0,122.0,122.0,5.0,0.0,0.0,1.0
140000.0,1.61,0.0,140000.0,90.095,79.61432616070253,79.74703880588297,76.51690911246212,140000.0,0.0,222.0,137.0,137.0,6.0,0.0,0.0,1.0
150000.0,1.69,0.0,150000.0,90.25333333333333,79.9413324860874,80.0619144380651,76.88902940246601,150000.0,0.0,229.0,142.0,142.0,6.0,0.0,0.0,1.0
160000.0,1.74,0.0,160000.0,90.41875,80.28612115176303,80.38362615004672,77.28350423804162,160000.0,0.0,242.0,150.0,150.0,6.0,0.0,0.0,1.0
170000.0,1.83,0.0,170000.0,90.5529411764706,80.56671631163368,80.65153486578961,77.60611300128284,170000.0,0.0,246.0,152.0,152.0,6.0,0.0,0.0,1.0
180000.0,1.89,0.0,180000.0,90.68666666666667,80.84654378642483,80.92680873334623,77.93136132064295,180000.0,0.0,252.0,155.0,155.0,6.0,0.0,0.0,1.0
190000.0,1.94,0.0,190000.0,90.82263157894737,81.12656873050481,81.20364780958951,78.24535575711451,190000.0,0.0,263.0,162.0,162.0,6.0,0.0,0.0,1.0
200000.0,2.01,0.0,200000.0,90.92949999999999,81.34097985252036,81.41995350123416,78.47174423848288,200000.0,0.0,276.0,170.0,170.0,6.0,0.0,0.0,1.0
210000.0,2.07,0.0,210000.0,91.04666666666667,81.58077958169953,81.65712223056886,78.74375381554253,210000.0,0.0,292.0,181.0,181.0,6.0,0.0,0.0,1.0
220000.0,2.15,0.0,220000.0,91.14636363636363,81.78819543416819,81.86608572598965,78.98700037758239,220000.0,0.0,298.0,184.0,184.0,6.0,0.0,0.0,1.0
230000.0,2.22,0.0,230000.0,91.25043478260869,82.00235386730105,82.0846093583078,79.23091213078209,230000.0,0.0,300.0,185.0,185.0,6.0,0.0,0.0,1.0
240000.0,2.33,0.0,240000.0,91.34291666666667,82.1922833879687,82.26476940017584,79.44255352831756,240000.0,0.0,309.0,191.0,191.0,6.0,0.0,0.0,1.0
250000.0,2.44,0.0,250000.0,91.4396,82.39144869368063,82.45848428714282,79.66399650313103,250000.0,0.0,313.0,193.0,193.0,6.0,0.0,0.0,1.0
260000.0,2.54,0.0,260000.0,91.535,82.59224321900668,82.65314165011507,79.90302609712,260000.0,0.0,323.0,198.0,198.0,6.0,0.0,0.0,1.0
270000.0,2.62,0.0,270000.0,91.63555555555556,82.79958256529186,82.86507689622992,80.14017253357018,270000.0,0.0,332.0,204.0,204.0,6.0,0.0,0.0,1.0
280000.0,2.69,0.0,280000.0,91.7207142857143,82.97675269537935,83.04417788180223,80.3464091629717,280000.0,0.0,334.0,205.0,205.0,6.0,0.0,0.0,1.0
290000.0,2.74,0.0,290000.0,91.80103448275862,83.14223636898703,83.20916338881553,80.53506667867349,290000.0,0.0,343.0,211.0,211.0,6.0,0.0,0.0,1.0
300000.0,2.83,0.0,300000.0,91.86033333333333,83.26518481580011,83.31989945080467,80.67474952120166,300000.0,0.0,366.0,227.0,227.0,6.0,0.0,0.0,1.0
310000.0,2.9,0.0,310000.0,91.93451612903226,83.41980920637515,83.46515534275927,80.85425711944745,310000.0,0.0,382.0,238.0,238.0,6.0,0.0,0.0,1.0
320000.0,2.98,0.0,320000.0,91.9971875,83.55092594567455,83.59491108491774,81.0087062278451,320000.0,0.0,400.0,250.0,250.0,6.0,0.0,0.0,1.0
330000.0,3.06,0.0,330000.0,92.07878787878788,83.7220445808791,83.77294539043635,81.21276152281564,330000.0,0.0,414.0,260.0,260.0,6.0,0.0,0.0,1.0
340000.0,3.14,0.0,340000.0,92.13911764705882,83.84762852431538,83.90376102863681,81.36010489169095,340000.0,0.0,424.0,268.0,268.0,6.0,0.0,0.0,1.0
350000.0,3.2,0.0,350000.0,92.19685714285714,83.96421989679922,84.02183388230064,81.48381672971837,350000.0,0.0,424.0,268.0,268.0,6.0,0.0,0.0,1.0
360000.0,3.28,0.0,360000.0,92.25888888888889,84.0911057730654,84.14834617900515,81.62468679941975,360000.0,0.0,435.0,275.0,275.0,6.0,0.0,0.0,1.0
370000.0,3.36,0.0,370000.0,92.31432432432433,84.20448241452732,84.25633217993081,81.75091608001182,370000.0,0.0,452.0,288.0,288.0,6.0,0.0,0.0,1.0
380000.0,3.42,0.0,380000.0,92.3721052631579,84.32348656907979,84.37681909320226,81.8881647598398,380000.0,0.0,454.0,289.0,289.0,6.0,0.0,0.0,1.0
390000.0,3.49,0.0,390000.0,92.44384615384615,84.4714838937933,84.52445345362692,82.05691809347525,390000.0,0.0,456.0,290.0,290.0,6.0,0.0,0.0,1.0
400000.0,3.57,0.0,400000.0,92.49549999999999,84.57714549422711,84.6328690123324,82.17320814552191,400000.0,0.0,475.0,301.0,301.0,7.0,0.0,0.0,1.0
410000.0,3.65,0.0,410000.0,92.54487804878049,84.6775376990663,84.73508891963024,82.28407154531861,410000.0,0.0,489.0,308.0,308.0,7.0,0.0,0.0,1.0
420000.0,3.73,0.0,420000.0,92.59857142857143,84.7885374775151,84.84652019830263,82.41364094092623,420000.0,0.0,506.0,318.0,318.0,7.0,0.0,0.0,1.0
430000.0,3.8,0.0,430000.0,92.65511627906977,84.90592992134856,84.9641277594489,82.55140713567506,430000.0,0.0,512.0,321.0,321.0,7.0,0.0,0.0,1.0
440000.0,3.89,0.0,440000.0,92.70363636363636,85.00396740657855,85.05887280681343,82.65670496842401,440000.0,0.0,527.0,330.0,330.0,7.0,0.0,0.0,1.0
450000.0,3.96,0.0,450000.0,92.74933333333333,85.09944798149846,85.1548530636201,82.77042012546733,450000.0,0.0,547.0,340.0,340.0,7.0,0.0,0.0,1.0
460000.0,4.05,0.0,460000.0,92.79630434782608,85.19657363472,85.25160003916646,82.88245473564584,460000.0,0.0,551.0,342.0,342.0,7.0,0.0,0.0,1.0
470000.0,4.12,0.0,470000.0,92.84148936170212,85.28949583371288,85.34248783441737,82.98747004035071,470000.0,0.0,585.0,362.0,362.0,7.0,0.0,0.0,1.0
480000.0,4.2,0.0,480000.0,92.89291666666666,85.39766645715329,85.44953572784311,83.11781502541187,480000.0,0.0,597.0,371.0,371.0,7.0,0.0,0.0,1.0
490000.0,4.28,0.0,490000.0,92.9461224489796,85.50888656003919,85.55819715626346,83.25071113243297,490000.0,0.0,615.0,383.0,383.0,7.0,0.0,0.0,1.0
500000.0,4.37,0.0,500000.0,92.9898,85.59971895428951,85.64589578521468,83.35699532299803,500000.0,0.0,634.0,394.0,394.0,7.0,0.0,0.0,1.0
510000.0,4.45,0.0,510000.0,93.02901960784314,85.67983534120125,85.7234070748485,83.44609224035572,510000.0,0.0,655.0,409.0,409.0,7.0,0.0,0.0,1.0
520000.0,4.52,0.0,520000.0,93.07634615384616,85.77786049451966,85.82151563244555,83.56087448860316,520000.0,0.0,676.0,424.0,424.0,7.0,0.0,0.0,1.0
530000.0,4.62,0.0,530000.0,93.11924528301887,85.86604385503377,85.90635929740489,83.66041185009946,530000.0,0.0,699.0,440.0,440.0,7.0,0.0,0.0,1.0
540000.0,4.7,0.0,540000.0,93.16185185185185,85.9537169550999,85.98947484244515,83.7594395014272,540000.0,0.0,708.0,446.0,446.0,7.0,0.0,0.0,1.0
550000.0,4.78,0.0,550000.0,93.20709090909091,86.0473596079734,86.08420025402359,83.87004856988666,550000.0,0.0,734.0,465.0,465.0,7.0,0.0,0.0,1.0
560000.0,4.86,0.0,560000.0,93.24982142857144,86.13471083126369,86.164072193815,83.96904156064463,560000.0,0.0,740.0,468.0,468.0,7.0,0.0,0.0,1.0
570000.0,4.93,0.0,570000.0,93.29649122807018,86.23072248413818,86.25890509977668,84.07876863588257,570000.0,0.0,748.0,472.0,472.0,7.0,0.0,0.0,1.0
580000.0,5.01,0.0,580000.0,93.33379310344827,86.30727470016564,86.33090218732433,84.1657144963326,580000.0,0.0,760.0,481.0,481.0,7.0,0.0,0.0,1.0
590000.0,5.09,0.0,590000.0,93.37542372881356,86.39265579611005,86.41910533228628,84.26327063067706,590000.0,0.0,767.0,486.0,486.0,7.0,0.0,0.0,1.0
600000.0,5.17,0.0,600000.0,93.41816666666666,86.48066975580497,86.50595410978798,84.36557266716814,600000.0,0.0,771.0,488.0,488.0,7.0,0.0,0.0,1.0
610000.0,5.25,0.0,610000.0,93.45852459016393,86.56457373729066,86.58857930292744,84.46423148501438,610000.0,0.0,776.0,492.0,492.0,7.0,0.0,0.0,1.0
620000.0,5.32,0.0,620000.0,93.49806451612903,86.64625678635578,86.67107525459595,84.55863482274529,620000.0,0.0,776.0,492.0,492.0,7.0,0.0,0.0,1.0
630000.0,5.4,0.0,630000.0,93.53539682539682,86.72349856139813,86.74980235482433,84.6484681261685,630000.0,0.0,778.0,493.0,493.0,7.0,0.0,0.0,1.0
640000.0,5.48,0.0,640000.0,93.5746875,86.8052008010806,86.83004474108141,84.74448628294782,640000.0,0.0,784.0,496.0,496.0,7.0,0.0,0.0,1.0
650000.0,5.56,0.0,650000.0,93.61523076923078,86.8899693220396,86.91583776029762,84.84634933617656,650000.0,0.0,788.0,498.0,498.0,7.0,0.0,0.0,1.0
660000.0,5.64,0.0,660000.0,93.64772727272728,86.95684346300848,86.97981366459628,84.92253581909202,660000.0,0.0,797.0,504.0,504.0,7.0,0.0,0.0,1.0
670000.0,5.71,0.0,670000.0,93.69014925373135,87.04310233191049,87.06198471039731,85.01876375388477,670000.0,0.0,801.0,506.0,506.0,7.0,0.0,0.0,1.0
680000.0,5.8,0.0,680000.0,93.72426470588235,87.11510364050639,87.13395460177819,85.10777885182459,680000.0,0.0,806.0,510.0,510.0,7.0,0.0,0.0,1.0
690000.0,5.87,0.0,690000.0,93.75304347826086,87.17465315305918,87.19368716278848,85.17728862402294,690000.0,0.0,813.0,515.0,515.0,7.0,0.0,0.0,1.0
700000.0,5.96,0.0,700000.0,93.79171428571429,87.25380871008184,87.27534653291404,85.26642685932622,700000.0,0.0,819.0,518.0,518.0,7.0,0.0,0.0,1.0
710000.0,6.04,0.0,710000.0,93.81549295774649,87.30176609044666,87.32159717269596,85.31880036109533,710000.0,0.0,834.0,527.0,527.0,7.0,0.0,0.0,1.0
720000.0,6.13,0.0,720000.0,93.85055555555556,87.37410484207703,87.39419476988341,85.40273047669601,720000.0,0.0,843.0,533.0,533.0,7.0,0.0,0.0,1.0
730000.0,6.22,0.0,730000.0,93.88082191780822,87.43598085613446,87.45689800411084,85.47293451926048,730000.0,0.0,866.0,549.0,549.0,8.0,0.0,0.0,1.0
740000.0,6.31,0.0,740000.0,93.91135135135134,87.49963630724102,87.51665840095974,85.54920154335142,740000.0,0.0,879.0,557.0,557.0,8.0,0.0,0.0,1.0
750000.0,6.39,0.0,750000.0,93.9384,87.55491059674654,87.57036814260913,85.61115102562724,750000.0,0.0,883.0,559.0,559.0,8.0,0.0,0.0,1.0
760000.0,6.47,0.0,760000.0,93.96697368421053,87.61444264753763,87.62850158384106,85.6822113553045,760000.0,0.0,899.0,570.0,570.0,8.0,0.0,0.0,1.0
770000.0,6.56,0.0,770000.0,93.99675324675326,87.67645158449707,87.69102543277796,85.75544667344613,770000.0,0.0,911.0,576.0,576.0,8.0,0.0,0.0,1.0
780000.0,6.64,0.0,780000.0,94.02679487179488,87.7381299552235,87.75245721075363,85.82606499974142,780000.0,0.0,919.0,580.0,580.0,8.0,0.0,0.0,1.0
790000.0,6.73,0.0,790000.0,94.04974683544303,87.78593852206828,87.80071939085346,85.88319028427621,790000.0,0.0,921.0,581.0,581.0,8.0,0.0,0.0,1.0
800000.0,6.81,0.0,800000.0,94.08024999999999,87.84933624180634,87.86423565287583,85.95826439664835,800000.0,0.0,937.0,592.0,592.0,8.0,0.0,0.0,1.0
810000.0,6.9,0.0,810000.0,94.10814814814815,87.90609703824039,87.92225540314826,86.02145813379262,810000.0,0.0,969.0,614.0,614.0,8.0,0.0,0.0,1.0
820000.0,7.0,0.0,820000.0,94.1319512195122,87.95559891984263,87.97128186667868,86.07986762017174,820000.0,0.0,979.0,622.0,622.0,8.0,0.0,0.0,1.0
830000.0,7.09,0.0,830000.0,94.1589156626506,88.01087194944839,88.02814118995056,86.14302006190924,830000.0,0.0,985.0,625.0,625.0,8.0,0.0,0.0,1.0
840000.0,7.17,0.0,840000.0,94.18309523809523,88.0610008510469,88.07839731030765,86.20200833606307,840000.0,0.0,1004.0,639.0,639.0,8.0,0.0,0.0,1.0
850000.0,7.26,0.0,850000.0,94.20882352941177,88.11424342833224,88.1316047709864,86.26381292554973,850000.0,0.0,1021.0,649.0,649.0,8.0,0.0,0.0,1.0
860000.0,7.36,0.0,860000.0,94.2343023255814,88.16674753060788,88.18493313889763,86.3240579086579,860000.0,0.0,1027.0,652.0,652.0,8.0,0.0,0.0,1.0
870000.0,7.45,0.0,870000.0,94.2632183908046,88.22688137939495,88.24454917810766,86.39520683865058,870000.0,0.0,1042.0,661.0,661.0,8.0,0.0,0.0,1.0
880000.0,7.54,0.0,880000.0,94.29147727272728,88.28499606569136,88.30283400432634,86.46219601586755,880000.0,0.0,1049.0,666.0,666.0,8.0,0.0,0.0,1.0
