learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes)
10000.0,0.09,0.0,10000.0,73.15,43.184540168466626,43.98080534112247,35.25440077164215,10000.0,0.0
20000.0,0.16,0.0,20000.0,73.515,44.19791823786695,45.487290315941124,37.03043271516879,20000.0,0.0
30000.0,0.22,0.0,30000.0,73.63666666666666,44.446288924532865,45.56779077770129,37.17531178012549,30000.0,0.0
40000.0,0.27,0.0,40000.0,73.57000000000001,44.28284783835474,45.547257275302606,37.02269613391316,40000.0,0.0
50000.0,0.32,0.0,50000.0,73.542,44.28605082075756,45.66476362590873,37.24085582807532,50000.0,0.0
60000.0,0.39,0.0,60000.0,73.54666666666667,44.33771534131577,45.68661670601924,37.34901713112814,60000.0,0.0
70000.0,0.43,0.0,70000.0,73.62857142857143,44.525342101336705,45.90317664986521,37.65830265779609,70000.0,0.0
80000.0,0.48,0.0,80000.0,73.64375,44.50626900519644,45.95114198559379,37.577713304517715,80000.0,0.0
90000.0,0.53,0.0,90000.0,73.6,44.39681042131828,45.86219467736055,37.425930315240585,90000.0,0.0
100000.0,0.58,0.0,100000.0,73.568,44.32090450865887,45.92471358428805,37.32334250213412,100000.0,0.0
110000.0,0.62,0.0,110000.0,73.56,44.32755124291789,45.912370750576514,37.38239283484403,110000.0,0.0
120000.0,0.67,0.0,120000.0,73.625,44.46906208803807,46.10656086638173,37.55056135435368,120000.0,0.0
130000.0,0.7,0.0,130000.0,73.63230769230769,44.47997433101795,46.0656124616474,37.53098119259368,130000.0,0.0
140000.0,0.75,0.0,140000.0,73.66642857142857,44.541796278988734,46.155194321517754,37.56752637550591,140000.0,0.0
150000.0,0.79,0.0,150000.0,73.71333333333332,44.632842031188446,46.22717416504152,37.6699336073348,150000.0,0.0
160000.0,0.84,0.0,160000.0,73.728125,44.66588165760496,46.211723758461396,37.711161164127795,160000.0,0.0
170000.0,0.87,0.0,170000.0,73.68705882352941,44.58432466214754,46.10862127126404,37.62619220257684,170000.0,0.0
180000.0,0.92,0.0,180000.0,73.71277777777779,44.64872392550252,46.16522362417941,37.7104643049906,180000.0,0.0
190000.0,0.96,0.0,190000.0,73.73368421052632,44.68500267747936,46.20343221800621,37.73657879305828,190000.0,0.0
