learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes)
10000.0,0.1,0.0,10000.0,72.84,43.135166787319505,44.480784955028625,36.27404974190522,10000.0,0.0
20000.0,0.16,0.0,20000.0,73.245,43.86986670734975,45.30307676581826,36.794235766595804,20000.0,0.0
30000.0,0.22,0.0,30000.0,73.39333333333333,44.220014079775986,45.6007633067539,37.34202056676348,30000.0,0.0
40000.0,0.29,0.0,40000.0,73.61999999999999,44.490547427256274,46.061442519041044,37.30243612596552,40000.0,0.0
50000.0,0.35,0.0,50000.0,73.642,44.508553671077614,46.17740749816222,37.335362084541856,50000.0,0.0
60000.0,0.42,0.0,60000.0,73.675,44.637931864088884,46.15279719087717,37.71933283387879,60000.0,0.0
70000.0,0.46,0.0,70000.0,73.6557142857143,44.5587738662803,46.07737068335333,37.60024363008833,70000.0,0.0
80000.0,0.51,0.0,80000.0,73.6575,44.5410004615092,45.96410256410257,37.52149421879633,80000.0,0.0
90000.0,0.55,0.0,90000.0,73.67111111111112,44.587278337778194,46.052272106365535,37.66015100891846,90000.0,0.0
100000.0,0.6,0.0,100000.0,73.723,44.74242221715231,46.11614649550918,37.91465834987242,100000.0,0.0
110000.0,0.64,0.0,110000.0,73.69545454545454,44.728187111412105,46.109290024584666,37.979594461353784,110000.0,0.0
120000.0,0.69,0.0,120000.0,73.70916666666668,44.69813913348707,46.05902065380934,37.8062964496225,120000.0,0.0
130000.0,0.74,0.0,130000.0,73.71846153846154,44.70190207097965,46.118058950622164,37.79291007410375,130000.0,0.0
140000.0,0.77,0.0,140000.0,73.70785714285715,44.69455952468389,46.10609232931669,37.81843367795123,140000.0,0.0
150000.0,0.81,0.0,150000.0,73.696,44.66822144127809,45.998768220078,37.79011099899091,150000.0,0.0
160000.0,0.87,0.0,160000.0,73.69125,44.668467258462954,45.97445934672398,37.820910514343105,160000.0,0.0
170000.0,0.91,0.0,170000.0,73.67294117647059,44.64235799773142,45.981437002884626,37.81470571889068,170000.0,0.0
180000.0,0.95,0.0,180000.0,73.64388888888888,44.59307977886888,45.956506385063165,37.77984707595053,180000.0,0.0
190000.0,0.99,0.0,190000.0,73.68526315789474,44.67178661251741,46.01289263694377,37.86984454413281,190000.0,0.0
200000.0,1.03,0.0,200000.0,73.7135,44.71118429042879,46.04300302765946,37.8723957410099,200000.0,0.0
210000.0,1.08,0.0,210000.0,73.71571428571428,44.71231236420215,46.04978936771217,37.85591245313607,210000.0,0.0
