learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes)
10000.0,0.1,0.0,10000.0,73.32,43.12352066259818,44.966996699669956,35.00609013398294,10000.0,0.0
20000.0,0.16,0.0,20000.0,73.7,44.13786528459639,46.029140160065666,36.52709062386871,20000.0,0.0
30000.0,0.22,0.0,30000.0,73.69333333333333,44.3284152095334,46.26906318082789,36.995050295385596,30000.0,0.0
40000.0,0.28,0.0,40000.0,73.5625,44.198384678585036,46.04867098617417,37.064809855382954,40000.0,0.0
50000.0,0.35,0.0,50000.0,73.592,44.26730483849902,45.9959100204499,37.21648994341686,50000.0,0.0
60000.0,0.41,0.0,60000.0,73.63166666666666,44.41529795744869,46.10090961741558,37.505925106651915,60000.0,0.0
70000.0,0.46,0.0,70000.0,73.66,44.49901534323014,46.167995095033724,37.59138911454104,70000.0,0.0
80000.0,0.5,0.0,80000.0,73.58624999999999,44.37578672915882,45.81517000871839,37.45819397993311,80000.0,0.0
90000.0,0.55,0.0,90000.0,73.58777777777777,44.37631344429279,45.89260920037329,37.41838668913226,90000.0,0.0
100000.0,0.6,0.0,100000.0,73.583,44.3900734750759,45.89562937779052,37.48343430518743,100000.0,0.0
110000.0,0.65,0.0,110000.0,73.54545454545455,44.2754393899883,45.776734305998104,37.32500538444971,110000.0,0.0
120000.0,0.7,0.0,120000.0,73.60583333333334,44.38985234425128,45.92375066159022,37.43234166962981,120000.0,0.0
130000.0,0.72,0.0,130000.0,73.58846153846153,44.33790277348821,45.903576492831256,37.362035939067766,130000.0,0.0
140000.0,0.77,0.0,140000.0,73.63642857142857,44.43282416099958,46.005529792120775,37.44025221193938,140000.0,0.0
150000.0,0.82,0.0,150000.0,73.64133333333334,44.45324862165683,46.03352260318847,37.47548864570815,150000.0,0.0
160000.0,0.87,0.0,160000.0,73.614375,44.37164636189483,45.99887436363171,37.336539460598765,160000.0,0.0
170000.0,0.9,0.0,170000.0,73.61117647058823,44.36226492911206,45.97598718674358,37.320460515285305,170000.0,0.0
180000.0,0.94,0.0,180000.0,73.60944444444445,44.364673731591274,46.00459216149861,37.31790351525389,180000.0,0.0
190000.0,0.97,0.0,190000.0,73.60578947368421,44.36094019432637,45.98283049149604,37.326284743051396,190000.0,0.0
200000.0,1.02,0.0,200000.0,73.6125,44.37686385935879,46.00691602553611,37.33971314589667,200000.0,0.0
