learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes)
10000.0,0.1,0.0,10000.0,73.54,43.992226476639885,46.06604158173667,36.72883787661407,10000.0,0.0
20000.0,0.16,0.0,20000.0,74.015,44.74165431514516,46.77931387608806,37.082324455205814,20000.0,0.0
30000.0,0.23,0.0,30000.0,73.72666666666666,44.430825931219,46.16120218579234,37.335029416441394,30000.0,0.0
40000.0,0.28,0.0,40000.0,73.8075,44.7191940308591,46.48038414384961,37.74806892453951,40000.0,0.0
50000.0,0.35,0.0,50000.0,73.70400000000001,44.570796814862945,46.18533071381795,37.68720379146921,50000.0,0.0
60000.0,0.39,0.0,60000.0,73.80833333333334,44.773437552164765,46.35786455488803,37.84361033105248,60000.0,0.0
70000.0,0.46,0.0,70000.0,73.73571428571428,44.63813466417403,46.20651315211983,37.73495444847088,70000.0,0.0
80000.0,0.51,0.0,80000.0,73.79875,44.74826907036781,46.32816100783531,37.80672343708276,80000.0,0.0
90000.0,0.56,0.0,90000.0,73.82777777777778,44.78110560325537,46.387927895120185,37.79051341643779,90000.0,0.0
100000.0,0.6,0.0,100000.0,73.83800000000001,44.796249824281496,46.38055418921135,37.853053661781125,100000.0,0.0
110000.0,0.65,0.0,110000.0,73.84454545454545,44.82593907949371,46.440671655683374,37.917269058973304,110000.0,0.0
120000.0,0.67,0.0,120000.0,73.8275,44.76691704943236,46.275167211207865,37.77958278027617,120000.0,0.0
130000.0,0.72,0.0,130000.0,73.7976923076923,44.73523700248664,46.26863317296316,37.80265127999124,130000.0,0.0
140000.0,0.77,0.0,140000.0,73.79857142857142,44.74477817274913,46.30776211595602,37.825011017322616,140000.0,0.0
150000.0,0.8,0.0,150000.0,73.804,44.768382401960075,46.35558164616583,37.857413967611336,150000.0,0.0
160000.0,0.85,0.0,160000.0,73.7825,44.74644161005951,46.326483609284224,37.86586088399099,160000.0,0.0
170000.0,0.89,0.0,170000.0,73.77470588235295,44.75075712269659,46.35857206453864,37.914467545850805,170000.0,0.0
180000.0,0.94,0.0,180000.0,73.76333333333334,44.732131360023786,46.332261327090706,37.88913000591833,180000.0,0.0
190000.0,0.99,0.0,190000.0,73.75105263157894,44.688605302862975,46.302098474326264,37.811112773704444,190000.0,0.0
200000.0,1.04,0.0,200000.0,73.7435,44.672146265880244,46.29309551325976,37.797756535541254,200000.0,0.0
210000.0,1.09,0.0,210000.0,73.76380952380953,44.72338324412387,46.33314826178857,37.86048609936277,210000.0,0.0
220000.0,1.13,0.0,220000.0,73.735,44.66262842580746,46.22986516289327,37.78612803893278,220000.0,0.0
230000.0,1.16,0.0,230000.0,73.73260869565217,44.65005476567268,46.26099641532426,37.77615276075515,230000.0,0.0
240000.0,1.21,0.0,240000.0,73.74625,44.679689848839644,46.29762209153669,37.80513083733922,240000.0,0.0
250000.0,1.26,0.0,250000.0,73.7676,44.73114446558211,46.35106060977904,37.85794151647809,250000.0,0.0
260000.0,1.3,0.0,260000.0,73.75500000000001,44.691254451824335,46.334308544104694,37.78310660490901,260000.0,0.0
270000.0,1.35,0.0,270000.0,73.71851851851852,44.61263904950828,46.25952348495175,37.69043667623789,270000.0,0.0
280000.0,1.4,0.0,280000.0,73.71035714285713,44.60158862169696,46.260321075801045,37.68433706381321,280000.0,0.0
290000.0,1.43,0.0,290000.0,73.72758620689656,44.6383627024203,46.27886479816677,37.71612154307717,290000.0,0.0
300000.0,1.47,0.0,300000.0,73.695,44.571456155943615,46.187469314276356,37.64666840495887,300000.0,0.0
310000.0,1.52,0.0,310000.0,73.68483870967742,44.55118921010807,46.16836367715669,37.615092839007694,310000.0,0.0
320000.0,1.57,0.0,320000.0,73.69687499999999,44.56697263401509,46.17426059152677,37.60332110159752,320000.0,0.0
330000.0,1.62,0.0,330000.0,73.70181818181818,44.58999393981267,46.21448757994943,37.65338084427714,330000.0,0.0
340000.0,1.65,0.0,340000.0,73.69411764705882,44.58327784900225,46.20959254247481,37.662482488482475,340000.0,0.0
350000.0,1.69,0.0,350000.0,73.70114285714286,44.58662602411718,46.20621942738254,37.646237950399325,350000.0,0.0
360000.0,1.74,0.0,360000.0,73.70138888888889,44.601351433164965,46.23365855320695,37.69455028857606,360000.0,0.0
370000.0,1.79,0.0,370000.0,73.7072972972973,44.615974053549465,46.22812544909849,37.70578931528429,370000.0,0.0
380000.0,1.84,0.0,380000.0,73.70947368421052,44.62142971803795,46.254942572020326,37.71842874687513,380000.0,0.0
390000.0,1.87,0.0,390000.0,73.70820512820512,44.61595933716111,46.24059559074109,37.7096584109396,390000.0,0.0
400000.0,1.91,0.0,400000.0,73.70075,44.60538983907718,46.21967741110913,37.71529393654121,400000.0,0.0
410000.0,1.94,0.0,410000.0,73.71341463414635,44.62628122176095,46.224085023576094,37.7257099933551,410000.0,0.0
