learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
10000.0,0.37,0.0,10000.0,81.13,61.231247901823636,61.31611316113161,55.77689243027889,10000.0,0.0,55.0,43.0,43.0,3.0,0.0,0.0,1.0
20000.0,0.55,0.0,20000.0,84.075,67.24353155909353,67.5,62.55144032921811,20000.0,0.0,61.0,46.0,46.0,3.0,0.0,0.0,1.0
30000.0,0.64,0.0,30000.0,85.46000000000001,70.06885672547712,70.17639819499523,65.6697623170156,30000.0,0.0,67.0,49.0,49.0,4.0,0.0,0.0,1.0
40000.0,0.77,0.0,40000.0,86.2975,71.81235480997043,71.96132596685084,67.69040320679086,40000.0,0.0,91.0,64.0,64.0,4.0,0.0,0.0,1.0
50000.0,0.86,0.0,50000.0,86.81,72.88085534612877,73.09041945487188,68.9617846385542,50000.0,0.0,97.0,67.0,67.0,4.0,0.0,0.0,1.0
60000.0,0.96,0.0,60000.0,87.155,73.56639176102811,73.78660589775859,69.68254592659613,60000.0,0.0,109.0,73.0,73.0,5.0,0.0,0.0,1.0
70000.0,1.05,0.0,70000.0,87.52142857142857,74.32605807985216,74.52387202146586,70.56643191697273,70000.0,0.0,115.0,76.0,76.0,5.0,0.0,0.0,1.0
80000.0,1.15,0.0,80000.0,87.8475,75.01849312769814,75.13300593411091,71.39662832092736,80000.0,0.0,128.0,84.0,84.0,5.0,0.0,0.0,1.0
90000.0,1.24,0.0,90000.0,88.14999999999999,75.64716282675276,75.70615034168564,72.11764705882352,90000.0,0.0,162.0,101.0,101.0,5.0,0.0,0.0,1.0
100000.0,1.33,0.0,100000.0,88.441,76.23344249281601,76.3013839056894,72.76454371951651,100000.0,0.0,172.0,106.0,106.0,5.0,0.0,0.0,1.0
110000.0,1.42,0.0,110000.0,88.76818181818182,76.89802481122591,76.93068937187242,73.49224398721276,110000.0,0.0,180.0,110.0,110.0,5.0,0.0,0.0,1.0
120000.0,1.49,0.0,120000.0,89.08416666666666,77.54673322909612,77.61811191798375,74.20695087132026,120000.0,0.0,192.0,116.0,116.0,5.0,0.0,0.0,1.0
130000.0,1.57,0.0,130000.0,89.33076923076923,78.0507430593421,78.11647023555956,74.7662191172725,130000.0,0.0,196.0,118.0,118.0,5.0,0.0,0.0,1.0
140000.0,1.65,0.0,140000.0,89.55857142857143,78.52407388029457,78.58576388380236,75.31785563528915,140000.0,0.0,202.0,121.0,121.0,6.0,0.0,0.0,1.0
150000.0,1.73,0.0,150000.0,89.732,78.88406358864223,78.95384110846929,75.73953312541347,150000.0,0.0,206.0,123.0,123.0,6.0,0.0,0.0,1.0
160000.0,1.79,0.0,160000.0,89.888125,79.20594015151282,79.26114878289515,76.10544971200707,160000.0,0.0,224.0,135.0,135.0,6.0,0.0,0.0,1.0
170000.0,1.87,0.0,170000.0,90.04235294117647,79.525757532742,79.5688801989041,76.47451220190116,170000.0,0.0,242.0,147.0,147.0,6.0,0.0,0.0,1.0
180000.0,1.97,0.0,180000.0,90.20611111111111,79.86501157868118,79.9188964448849,76.86209657308606,180000.0,0.0,255.0,155.0,155.0,6.0,0.0,0.0,1.0
190000.0,2.09,0.0,190000.0,90.36894736842105,80.2057654003477,80.27210884353741,77.26465143439312,190000.0,0.0,270.0,164.0,164.0,6.0,0.0,0.0,1.0
200000.0,2.15,0.0,200000.0,90.50399999999999,80.48772838979971,80.53400297237738,77.58500631424894,200000.0,0.0,279.0,170.0,170.0,6.0,0.0,0.0,1.0
210000.0,2.22,0.0,210000.0,90.6447619047619,80.7763406756311,80.82456517071076,77.89902353417631,210000.0,0.0,298.0,184.0,184.0,6.0,0.0,0.0,1.0
220000.0,2.29,0.0,220000.0,90.7781818181818,81.04979805138107,81.0943790070076,78.20556892402887,220000.0,0.0,305.0,189.0,189.0,6.0,0.0,0.0,1.0
230000.0,2.35,0.0,230000.0,90.89826086956522,81.29876283590298,81.33043191324279,78.4928340268146,230000.0,0.0,311.0,192.0,192.0,6.0,0.0,0.0,1.0
240000.0,2.41,0.0,240000.0,91.01708333333333,81.54445414277605,81.5843647763285,78.77090021072533,240000.0,0.0,313.0,193.0,193.0,6.0,0.0,0.0,1.0
250000.0,2.49,0.0,250000.0,91.1212,81.76035240723178,81.80678157810618,79.01469170117421,250000.0,0.0,324.0,200.0,200.0,6.0,0.0,0.0,1.0
260000.0,2.55,0.0,260000.0,91.22038461538462,81.96493067688282,82.01026093672424,79.24818181818183,260000.0,0.0,330.0,203.0,203.0,6.0,0.0,0.0,1.0
270000.0,2.63,0.0,270000.0,91.31777777777778,82.16690646318987,82.21517498805089,79.4845315713473,270000.0,0.0,339.0,209.0,209.0,7.0,0.0,0.0,1.0
280000.0,2.74,0.0,280000.0,91.41071428571429,82.36027742241808,82.41804836681581,79.7094357451404,280000.0,0.0,349.0,217.0,217.0,7.0,0.0,0.0,1.0
290000.0,2.85,0.0,290000.0,91.5051724137931,82.55438099984687,82.61394272163959,79.92960902047366,290000.0,0.0,351.0,218.0,218.0,7.0,0.0,0.0,1.0
300000.0,2.94,0.0,300000.0,91.57866666666666,82.7043999717436,82.76083248038212,80.09439091073833,300000.0,0.0,353.0,219.0,219.0,7.0,0.0,0.0,1.0
310000.0,3.04,0.0,310000.0,91.66419354838709,82.88248497442403,82.93388457042472,80.30246438344678,310000.0,0.0,362.0,225.0,225.0,7.0,0.0,0.0,1.0
320000.0,3.1,0.0,320000.0,91.74375,83.04819273947402,83.09455404047837,80.4976710882772,320000.0,0.0,367.0,229.0,229.0,7.0,0.0,0.0,1.0
330000.0,3.17,0.0,330000.0,91.82090909090908,83.2060139603337,83.24820168442741,80.67128800790591,330000.0,0.0,376.0,235.0,235.0,7.0,0.0,0.0,1.0
340000.0,3.24,0.0,340000.0,91.89588235294117,83.36109362110977,83.40690244915902,80.84852023298163,340000.0,0.0,393.0,248.0,248.0,7.0,0.0,0.0,1.0
350000.0,3.3,0.0,350000.0,91.96057142857143,83.4929475470437,83.54002386690689,80.99451544052089,350000.0,0.0,398.0,252.0,252.0,7.0,0.0,0.0,1.0
360000.0,3.39,0.0,360000.0,92.02666666666667,83.62847715050805,83.67068300508585,81.14432109308284,360000.0,0.0,412.0,262.0,262.0,7.0,0.0,0.0,1.0
370000.0,3.46,0.0,370000.0,92.08945945945945,83.75753212593118,83.80745314125117,81.28939461740075,370000.0,0.0,419.0,267.0,267.0,7.0,0.0,0.0,1.0
380000.0,3.54,0.0,380000.0,92.14947368421052,83.88277091855528,83.9287157302705,81.43760266812683,380000.0,0.0,425.0,270.0,270.0,7.0,0.0,0.0,1.0
390000.0,3.6,0.0,390000.0,92.21282051282051,84.01350058279064,84.06042029685302,81.584675927891,390000.0,0.0,429.0,272.0,272.0,7.0,0.0,0.0,1.0
400000.0,3.67,0.0,400000.0,92.27275,84.13702474585993,84.18175956110767,81.72557320058178,400000.0,0.0,444.0,281.0,281.0,7.0,0.0,0.0,1.0
410000.0,3.74,0.0,410000.0,92.33585365853658,84.26854093154732,84.30811485642946,81.88071939708111,410000.0,0.0,456.0,287.0,287.0,7.0,0.0,0.0,1.0
420000.0,3.82,0.0,420000.0,92.38809523809523,84.37622713417777,84.41886306924516,82.00373772854182,420000.0,0.0,468.0,293.0,293.0,7.0,0.0,0.0,1.0
430000.0,3.9,0.0,430000.0,92.4560465116279,84.51595691229208,84.55998895748155,82.15980773355479,430000.0,0.0,476.0,297.0,297.0,7.0,0.0,0.0,1.0
