learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes)
10000.0,0.1,0.0,10000.0,73.13,44.050859372136955,45.15207185139823,37.08733317724185,10000.0,0.0
20000.0,0.16,0.0,20000.0,73.68,45.04295836594842,46.247319513938535,38.237709726622086,20000.0,0.0
30000.0,0.22,0.0,30000.0,73.67,44.82402405161237,45.96018334815626,37.84230406043437,30000.0,0.0
40000.0,0.29,0.0,40000.0,73.575,44.53900156980336,45.76706003078502,37.57013761738822,40000.0,0.0
50000.0,0.35,0.0,50000.0,73.408,44.0924252857117,45.42320006567604,36.96188128200264,50000.0,0.0
60000.0,0.39,0.0,60000.0,73.55000000000001,44.3297255990426,45.47703301611297,37.083729781160805,60000.0,0.0
70000.0,0.44,0.0,70000.0,73.52857142857144,44.30978459816394,45.41651938258514,37.22687082895762,70000.0,0.0
80000.0,0.49,0.0,80000.0,73.57375,44.39639779344624,45.524118738404454,37.3340052169789,80000.0,0.0
90000.0,0.54,0.0,90000.0,73.62777777777778,44.50469407440704,45.60185185185186,37.443993463707784,90000.0,0.0
100000.0,0.58,0.0,100000.0,73.667,44.5417329080879,45.771123787557414,37.41116630618213,100000.0,0.0
110000.0,0.63,0.0,110000.0,73.68636363636364,44.60342868265297,45.838479098836125,37.524282322469254,110000.0,0.0
120000.0,0.68,0.0,120000.0,73.71416666666667,44.634796157388415,45.86472617433539,37.567048670902366,120000.0,0.0
130000.0,0.72,0.0,130000.0,73.64153846153846,44.498991374218924,45.73184251369927,37.453682577347806,130000.0,0.0
140000.0,0.76,0.0,140000.0,73.65642857142856,44.55780112917046,45.875464111181216,37.568134881673814,140000.0,0.0
150000.0,0.81,0.0,150000.0,73.66466666666666,44.58414238159882,45.8840774278395,37.642267439107165,150000.0,0.0
160000.0,0.85,0.0,160000.0,73.67812500000001,44.64015919447496,45.953749807504764,37.765069232019634,160000.0,0.0
170000.0,0.88,0.0,170000.0,73.64823529411765,44.5981660167432,45.94901123297257,37.746835091229975,170000.0,0.0
180000.0,0.93,0.0,180000.0,73.66333333333334,44.61506229823008,45.98714793546624,37.73674118048807,180000.0,0.0
190000.0,0.98,0.0,190000.0,73.68736842105264,44.65375570110247,46.020708941123125,37.75647410358567,190000.0,0.0
200000.0,1.0,0.0,200000.0,73.70400000000001,44.68244419396848,46.04842018875668,37.757263743416786,200000.0,0.0
210000.0,1.05,0.0,210000.0,73.72999999999999,44.73181121014486,46.0986047602298,37.81267261106288,210000.0,0.0
220000.0,1.1,0.0,220000.0,73.70409090909091,44.674562013892924,46.03904522941172,37.74240761068424,220000.0,0.0
230000.0,1.15,0.0,230000.0,73.71304347826086,44.68859109784291,46.06649360844237,37.73814182439807,230000.0,0.0
240000.0,1.17,0.0,240000.0,73.70541666666666,44.67223213581901,46.086815374232195,37.713315633111925,240000.0,0.0
250000.0,1.22,0.0,250000.0,73.7168,44.684680404350665,46.09680065627565,37.724619000682395,250000.0,0.0
260000.0,1.25,0.0,260000.0,73.71192307692309,44.68162264805205,46.0974282537204,37.742861046591074,260000.0,0.0
270000.0,1.3,0.0,270000.0,73.69185185185185,44.64352349019499,46.080448165663405,37.71362930875738,270000.0,0.0
280000.0,1.35,0.0,280000.0,73.69642857142857,44.650671712064444,46.04869901547117,37.70300446609826,280000.0,0.0
290000.0,1.38,0.0,290000.0,73.7251724137931,44.710995566746384,46.11206585619418,37.753651602784046,290000.0,0.0
300000.0,1.43,0.0,300000.0,73.70833333333333,44.67053682354687,46.10338583484232,37.70042494036616,300000.0,0.0
310000.0,1.48,0.0,310000.0,73.70870967741936,44.673521575459816,46.09162102812394,37.70883966921938,310000.0,0.0
320000.0,1.52,0.0,320000.0,73.70218750000001,44.661566379981814,46.08100055743146,37.69997853076394,320000.0,0.0
330000.0,1.57,0.0,330000.0,73.71060606060607,44.67014872709943,46.07102673603989,37.691672352497584,330000.0,0.0
340000.0,1.6,0.0,340000.0,73.71029411764705,44.66928967472318,46.07662747416492,37.697342283001895,340000.0,0.0
350000.0,1.65,0.0,350000.0,73.73457142857143,44.717737675373364,46.1392438437066,37.74742501913037,350000.0,0.0
360000.0,1.69,0.0,360000.0,73.73666666666666,44.713874176451185,46.14276030600444,37.74248350519535,360000.0,0.0
