learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes)
10000.0,0.1,0.0,10000.0,74.00999999999999,45.78251374045082,47.20698760918138,38.890195156360214,10000.0,0.0
20000.0,0.16,0.0,20000.0,74.2,45.93707930980174,47.42205013246383,38.76824492702029,20000.0,0.0
30000.0,0.23,0.0,30000.0,73.74000000000001,44.89064713182426,46.30954814966265,37.75776250296281,30000.0,0.0
40000.0,0.28,0.0,40000.0,73.66,44.55809146976142,46.09914564894869,37.386343376716,40000.0,0.0
50000.0,0.34,0.0,50000.0,73.774,44.80850246548117,46.53647001263912,37.80001897353191,50000.0,0.0
60000.0,0.4,0.0,60000.0,73.8,44.88229232517289,46.61595408700377,37.89261585871754,60000.0,0.0
70000.0,0.44,0.0,70000.0,73.74857142857142,44.799432071674154,46.4553162970949,37.895839670147694,70000.0,0.0
80000.0,0.49,0.0,80000.0,73.72999999999999,44.72688561271912,46.36586361780318,37.75619002487856,80000.0,0.0
90000.0,0.53,0.0,90000.0,73.80555555555556,44.87151965660629,46.43141175668614,37.92622238605545,90000.0,0.0
100000.0,0.58,0.0,100000.0,73.788,44.82211880669905,46.234000656383316,37.83027370618092,100000.0,0.0
110000.0,0.63,0.0,110000.0,73.80727272727273,44.86040872402103,46.27132867132869,37.86365891004767,110000.0,0.0
120000.0,0.68,0.0,120000.0,73.745,44.72886769967099,46.10397386112871,37.72902460717464,120000.0,0.0
130000.0,0.72,0.0,130000.0,73.74923076923076,44.75564358754851,46.2243933186259,37.839708561020025,130000.0,0.0
140000.0,0.76,0.0,140000.0,73.8,44.8669369105213,46.29811282081314,37.96194503171248,140000.0,0.0
150000.0,0.8,0.0,150000.0,73.804,44.889713501482866,46.2954610685145,38.01914917109642,150000.0,0.0
160000.0,0.85,0.0,160000.0,73.80250000000001,44.904639142490325,46.35919223976863,38.07926964383319,160000.0,0.0
170000.0,0.9,0.0,170000.0,73.76823529411764,44.82453708826446,46.256748939452365,37.96221585376033,170000.0,0.0
180000.0,0.92,0.0,180000.0,73.74444444444444,44.77301598685555,46.22150912049523,37.911373280607485,180000.0,0.0
190000.0,0.97,0.0,190000.0,73.75894736842106,44.8169724213516,46.25980857118221,38.00452612469227,190000.0,0.0
200000.0,1.03,0.0,200000.0,73.747,44.77405254744881,46.295860651126624,37.92222839644836,200000.0,0.0
210000.0,1.07,0.0,210000.0,73.77,44.81158637716827,46.301351166916895,37.95562063527822,210000.0,0.0
220000.0,1.11,0.0,220000.0,73.8009090909091,44.87026735646862,46.39322916666667,38.02032367331579,220000.0,0.0
230000.0,1.15,0.0,230000.0,73.79782608695652,44.86934761859164,46.37200113903324,38.030211107569215,230000.0,0.0
240000.0,1.19,0.0,240000.0,73.76458333333333,44.79969381727539,46.25450262048245,37.96307243635218,240000.0,0.0
250000.0,1.24,0.0,250000.0,73.7496,44.76898378242506,46.22714944732596,37.93527397908038,250000.0,0.0
260000.0,1.28,0.0,260000.0,73.76769230769231,44.80906611262302,46.31085921202819,37.99410887668644,260000.0,0.0
270000.0,1.33,0.0,270000.0,73.76,44.80403623532081,46.336216691157546,38.017917133258685,270000.0,0.0
280000.0,1.37,0.0,280000.0,73.80607142857143,44.8855277093204,46.41842184086908,38.06013005658306,280000.0,0.0
