"","x"
"744",27.8846796347732
"745",28.1846796347733
"746",28.3180129681066
"747",28.1913463014399
"748",28.4313463014399
"749",28.7980129681066
"750",28.5799454418928
"751",28.7466121085595
"752",28.8399454418928
"753",28.8799454418928
"754",28.76
"755",28.4476870877189
"756",28.4410204210522
"757",28.3343537543856
"758",28.1743537543856
"759",27.9476870877189
"760",27.9610204210522
"761",27.9276870877189
"762",27.9876870877189
"763",28.0010204210522
"764",28.0943537543856
"765",28.4676870877189
"766",28.8210204210522
"767",29.1810204210522
"768",29.4743537543856
"769",29.5476870877189
"770",30.1333333333333
"771",30.5266666666667
"772",30.9729252764935
"773",31.1064395498941
"774",31.4531062165608
"775",31.6064395498941
"776",31.9597728832274
"777",32.0931062165607
"778",32.1131062165607
"779",32.1664395498941
"780",32.3131062165607
"781",32.3397728832274
"782",32.4131062165607
"783",32.4797728832274
"784",32.6331062165607
"785",32.6331062165607
"786",32.3864395498941
"787",32.2335142734006
"788",32.4533333333333
"789",32.66
"790",32.64
"791",32.5133333333333
"792",32.6
"793",32.6533333333333
"794",32.6866666666667
"795",32.2859760830135
"796",31.8320248455858
"797",31.0431654280047
"798",30.1570026256381
"799",29.6187520429446
"800",28.4254458099445
"801",27.2395382325394
"802",26.7352997424713
"803",26.6952997424713
"804",26.4152997424713
"805",26.3886330758046
"806",26.3886330758046
"807",26.401966409138
"808",26.4352997424713
"809",26.321966409138
"810",26.7559903261244
"811",27.4966082302188
"812",28.2721343144666
"813",28.9382971168332
"814",29.4432143661934
"815",30.3565205991934
"816",31.0424281765986
"817",31.34
"818",31.2133333333333
"819",31.14
"820",30.96
"821",30.92
"822",30.9
"823",30.7466666666667
"824",30.76
"825",30.6133333333333
"826",30.2533333333333
"827",30.1666666666667
"828",30.3333333333333
"829",30.34
"830",30.52
"831",30.64
"832",30.38
"833",29.82
"834",29.5533333333333
"835",29.2866666666667
"836",29.0266666666667
"837",28.6666666666667
"838",28.5266666666667
"839",28.06
"840",27.6333333333333
"841",27.4466666666667
"842",27.3
"843",27.0333333333333
"844",26.8
"845",26.6933333333333
"846",26.7666666666667
"847",26.8666666666667
"848",27.1933333333333
"849",27.3
"850",27.38
"851",27.6066666666667
"852",27.7
"853",27.6066666666667
"854",27.7533333333333
"855",27.8533333333333
"856",27.52
"857",27.2466666666667
"858",26.94
"859",26.5
"860",26.0466666666667
"861",25.8133333333333
"862",25.5466666666667
"863",25.3333333333333
"864",25.2733333333333
"865",25.36
"866",24.9933333333333
"867",24.7733333333333
"868",24.6133333333333
"869",24.4333333333333
"870",24.48
"871",24.68
"872",24.4533333333333
"873",24.34
"874",24.28
"875",24.1866666666667
"876",23.8066666666667
"877",23.84
"878",23.64
"879",23.1
"880",22.6866666666667
"881",22.5066666666667
"882",22.3933333333333
"883",22.3133333333333
"884",22.3733333333333
"885",22.1333333333333
"886",21.8533333333333
"887",21.9133333333333
"888",22.1733333333333
"889",22.32
"890",22.3933333333333
"891",22.6533333333333
"892",22.3066666666667
"893",22.3266666666667
"894",22.56
"895",22.6466666666667
"896",22.7266666666667
"897",22.78
"898",22.6466666666667
"899",22.6133333333333
"900",22.6533333333333
"901",22.7133333333333
"902",22.4933333333333
"903",21.9333333333333
"904",21.8466666666667
"905",21.9733333333333
"906",21.9333333333333
"907",22.1066666666667
"908",22.18
"909",22.2466666666667
"910",22.1333333333333
"911",21.8333333333333
"912",21.14
"913",20.8133333333333
"914",20.2533333333333
"915",19.9266666666667
"916",19.7666666666667
"917",19.6733333333333
"918",19.9
"919",19.62
"920",19.2733333333333
"921",19.0733333333333
"922",18.9333333333333
"923",18.64
"924",18.3266666666667
"925",18.02
"926",17.7266666666667
"927",18.08
"928",18.3866666666667
"929",18.7133333333333
"930",18.66
"931",18.4533333333333
"932",18.3533333333333
"933",18.1733333333333
"934",18.1066666666667
"935",18.16
"936",18.3666666666667
"937",18.42
"938",18.46
"939",18.2533333333333
"940",18.0666666666667
"941",18.32
"942",18.2533333333333
"943",18.16
"944",18.0066666666667
"945",18.0333333333333
"946",17.9933333333333
"947",18.1
"948",18.1133333333333
"949",18.3466666666667
"950",18.2666666666667
"951",18.0666666666667
"952",17.8733333333333
"953",17.74
"954",17.7133333333333
"955",17.6733333333333
"956",17.4266666666667
"957",17.3066666666667
"958",17.5133333333333
"959",17.9266666666667
"960",18.0533333333333
"961",18.14
"962",18.2133333333333
"963",18.0733333333333
"964",17.8333333333333
"965",17.5866666666667
"966",17.2333333333333
"967",16.9466666666667
"968",16.8266666666667
"969",16.88
"970",16.9866666666667
"971",17.06
"972",17.16
"973",16.7066666666667
"974",16.3466666666667
"975",15.94
"976",15.82
"977",15.7533333333333
"978",15.94
"979",16.0866666666667
"980",16.2133333333333
"981",16.6066666666667
"982",17.1333333333333
"983",17.7133333333333
"984",17.84
"985",18.06
"986",18.1266666666667
"987",18.1733333333333
"988",18.34
"989",18.1733333333333
"990",18.6266666666667
"991",18.8733333333333
"992",18.9
"993",18.8066666666667
"994",18.9933333333333
"995",19.4466666666667
"996",19.3933333333333
"997",19.2
"998",18.6133333333333
"999",18.2733333333333
"1000",17.8733333333333
"1001",17.8333333333333
"1002",17.9333333333333
"1003",18.06
"1004",18.4266666666667
"1005",18.3866666666667
"1006",18.2933333333333
"1007",18.4066666666667
"1008",18.4266666666667
"1009",17.86
"1010",17.3333333333333
"1011",17.24
"1012",17.2466666666667
"1013",17.7666666666667
"1014",18.0733333333333
"1015",18.4
"1016",18.4066666666667
"1017",18.2466666666667
"1018",18.0733333333333
"1019",17.8
"1020",17.46
"1021",17.4
"1022",17.3333333333333
"1023",17.4
"1024",17.7733333333333
"1025",17.5533333333333
"1026",17.3666666666667
"1027",17.3266666666667
"1028",16.8733333333333
"1029",16.62
"1030",16.5
"1031",16.6
"1032",16.6933333333333
"1033",16.9733333333333
"1034",17.22
"1035",17.6333333333333
"1036",17.7866666666667
"1037",17.8466666666667
"1038",18.1333333333333
"1039",18.3666666666667
"1040",19.1666666666667
"1041",19.5533333333333
"1042",19.86
"1043",19.9866666666667
"1044",20.36
"1045",20.46
"1046",20.4466666666667
"1047",20.2733333333333
"1048",20.3666666666667
"1049",20.3933333333333
"1050",20.1466666666667
"1051",20.2466666666667
"1052",20.2533333333333
"1053",20.2066666666667
"1054",20.16
"1055",20.1
"1056",20.2733333333333
"1057",20.2733333333333
"1058",20.74
"1059",21.1533333333333
"1060",21.3533333333333
"1061",21.46
"1062",21.9333333333333
"1063",21.9066666666667
"1064",21.8933333333333
"1065",22.3933333333333
"1066",22.5333333333333
"1067",22.5266666666667
"1068",22.56
"1069",22.3133333333333
"1070",21.78
"1071",21.6066666666667
"1072",21.5266666666667
"1073",21.3066666666667
"1074",21.24
"1075",21.4466666666667
"1076",21.6666666666667
"1077",21.62
"1078",21.62
"1079",21.6133333333333
"1080",21.26
"1081",21.1933333333333
"1082",21.2333333333333
"1083",21.3066666666667
"1084",21.82
"1085",22.4466666666667
"1086",22.9733333333333
"1087",23.4333333333333
"1088",23.64
"1089",23.4666666666667
"1090",23.3933333333333
"1091",23.7333333333333
"1092",23.9933333333333
"1093",24.1466666666667
"1094",24.2666666666667
"1095",24.6533333333333
"1096",24.6266666666667
"1097",24.8866666666667
"1098",24.9333333333333
"1099",24.92
"1100",24.96
"1101",24.98
"1102",24.9933333333333
"1103",25.3266666666667
"1104",25.7733333333333
"1105",25.96
"1106",25.8666666666667
"1107",25.9466666666667
"1108",26.24
"1109",26.54
"1110",26.7866666666667
"1111",27.22
"1112",27.62
"1113",27.96
"1114",28.2133333333333
"1115",28.68
"1116",29.1466666666667
"1117",29.44
"1118",29.2866666666667
"1119",29.1333333333333
"1120",29.2333333333333
"1121",29.2933333333333
"1122",29.5333333333333
"1123",29.46
"1124",29.5
"1125",29.5533333333333
"1126",29.66
"1127",29.6066666666667
"1128",29.8333333333333
"1129",29.9733333333333
"1130",29.7866666666667
"1131",29.3933333333333
"1132",29.3466666666667
"1133",28.7474480544882
"1134",29.0074480544882
"1135",29.2674480544882
"1136",29.4407813878216
"1137",29.5074480544882
"1138",29.8807813878216
"1139",30.2074480544882
"1140",30.3674480544882
"1141",30.6074480544882
"1142",31.0607813878216
"1143",31.1341147211549
"1144",30.6217123127204
"1145",30.728378979387
"1146",31.0046641103265
"1147",30.9979974436598
"1148",31.7305493891716
"1149",31.6505493891716
"1150",31.5838827225049
"1151",31.5905493891716
"1152",31.6038827225049
"1153",30.5827894662406
"1154",30.4894561329073
"1155",30.5427894662406
"1156",30.4761227995739
"1157",30.2694561329073
"1158",30.2227894662406
"1159",30.8485252080085
"1160",31.0018585413418
"1161",30.9455734104023
"1162",31.052240077069
"1163",31.2789067437357
"1164",31.5055734104023
"1165",31.7055734104023
"1166",31.8189067437357
"1167",31.8189067437357
"1168",32.8333333333333
"1169",32.96
"1170",32.9333333333333
"1171",32.88
"1172",32.96
"1173",33.1733333333333
"1174",33.02
"1175",32.8533333333333
"1176",32.74
"1177",32.5666666666667
"1178",32.44
"1179",32.3466666666667
"1180",32.16
"1181",32.1666666666667
"1182",32.16
"1183",32.16
"1184",32.06
"1185",32.08
"1186",32.0666666666667
"1187",31.9
"1188",31.7
"1189",31.9133333333333
"1190",31.9133333333333
"1191",31.94
"1192",32.0733333333333
"1193",31.86
"1194",31.58
"1195",31.5733333333333
"1196",31.6866666666667
"1197",31.7066666666667
"1198",31.68
"1199",31.82
"1200",32.0266666666667
"1201",32.1
"1202",32.0333333333333
"1203",31.7066666666667
"1204",31.58
"1205",31.58
"1206",31.6133333333333
"1207",31.5466666666667
"1208",31.7533333333333
"1209",31.8533333333333
"1210",31.56
"1211",31.2666666666667
"1212",30.8718745561657
"1213",30.6518745561657
"1214",30.3385412228324
"1215",29.7585412228324
"1216",29.4518745561657
"1217",29.2852078894991
"1218",29.3118745561657
"1219",29.0118745561657
"1220",28.7318745561657
"1221",28.4452078894991
"1222",28.1652078894991
"1223",27.9852078894991
"1224",27.8652078894991
"1225",27.9518745561657
"1226",27.8185412228324
"1227",27.8933333333333
"1228",27.5448749803236
"1229",27.4448749803236
"1230",27.3715416469903
"1231",27.0648749803236
"1232",26.9248749803236
"1233",26.8248749803236
"1234",26.4382083136569
"1235",26.1382083136569
"1236",25.9315416469903
"1237",25.358208313657
"1238",24.9448749803236
"1239",24.5715416469903
"1240",24.4248749803236
"1241",24.2648749803236
"1242",24.098208313657
"1243",24.0933333333333
"1244",23.96
"1245",23.6066666666667
"1246",23.1266666666667
"1247",22.78
"1248",22.6666666666667
"1249",23
"1250",23.0733333333333
"1251",23.0733333333333
"1252",23.38
"1253",23.48
"1254",23.72
"1255",23.5133333333333
"1256",23.2866666666667
"1257",23.12
"1258",23
"1259",22.7133333333333
"1260",22.7
"1261",23.06
"1262",22.78
"1263",22.0933333333333
"1264",21.42
"1265",21.1266666666667
"1266",20.76
"1267",20.5933333333333
"1268",20.3533333333333
"1269",20.0533333333333
"1270",19.8
"1271",19.58
"1272",19.2733333333333
"1273",19.06
"1274",18.9
"1275",18.7533333333333
"1276",18.5533333333333
"1277",18.66
"1278",18.7933333333333
"1279",18.9933333333333
"1280",18.6933333333333
"1281",18.44
"1282",18.1666666666667
"1283",17.8466666666667
"1284",17.6133333333333
"1285",17.4866666666667
"1286",17.28
"1287",17.1466666666667
"1288",17.0266666666667
"1289",16.7533333333333
"1290",16.6466666666667
"1291",16.6133333333333
"1292",16.6933333333333
"1293",16.7533333333333
"1294",16.6466666666667
"1295",16.9133333333333
"1296",17.1266666666667
"1297",17.1133333333333
"1298",17.3266666666667
"1299",17.3133333333333
"1300",17.2866666666667
"1301",17.1133333333333
"1302",16.96
"1303",16.7866666666667
"1304",16.78
"1305",16.4066666666667
"1306",16.0866666666667
"1307",15.9266666666667
"1308",15.8933333333333
"1309",15.9266666666667
"1310",15.7133333333333
"1311",15.5733333333333
"1312",15.7
"1313",15.62
"1314",15.6
"1315",15.5933333333333
"1316",15.7733333333333
"1317",15.94
"1318",15.72
"1319",15.6066666666667
"1320",15.72
"1321",15.7466666666667
"1322",15.56
